,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,0,0,0,0,0,0,0
true_DDOS,5,120027,0,0,0,0,0
true_DOS,0,0,0,0,0,0,0
true_MIRAI,0,0,0,0,0,0,0
true_RECON,7397,1135,0,0,293,5,0
true_SPOOFING,1,0,0,0,0,0,0
true_WEB,0,0,0,0,0,0,0
