round,class_name,available_clients,mean_cosine_similarity,minimum_cosine_similarity,maximum_cosine_similarity,best_aligned_client,worst_aligned_client,mean_absolute_difference,mean_top5_jaccard
10,BENIGN,4,0.8030476402792095,0.7156377807045755,0.8440896323599367,2,4,0.03796878125983417,0.6904761904761904
10,DDOS,5,0.7543010395807087,0.6632492631517387,0.9591376994260796,5,2,0.05124808876923921,0.4833333333333333
10,DOS,3,0.7798457198637342,0.6096159462952527,0.8940398856374536,3,2,0.041673842544027874,0.5079365079365079
10,MIRAI,2,0.9942457833179685,0.9930145785701547,0.9954769880657822,1,3,0.005588656035055822,1.0
10,RECON,3,0.9058422947345616,0.8754848438763781,0.9321532503895132,4,1,0.02682117847586137,0.8888888888888888
10,SPOOFING,3,0.8985420545794799,0.8193913824285168,0.9904705296376,1,5,0.023995495952013612,0.8888888888888888
10,WEB,1,0.9164101591343861,0.9164101591343861,0.9164101591343861,3,3,0.022098880432205575,1.0
