Round,client_1,client_2,client_3,client_4,client_5
1,0.6714894327959234,0.4590410970372293,0.5432401471149788,0.6468058630848903,0.4560562062927556
2,0.758282516080528,0.48126815628427194,0.6378466011482471,0.7662634728347393,0.42640869196384873
3,0.8194469969091972,0.5019380656179625,0.6509033904777217,0.7878078089068629,0.44578942216711803
4,0.8593851808537298,0.5111302731709767,0.6597999611444956,0.774107758278893,0.5065526879615431
5,0.8820733439144599,0.5251781094860568,0.673339094666747,0.7971892327117682,0.4803201844540877
6,0.8849218945785648,0.5162119398236904,0.6529064587227258,0.7678189104616905,0.5390605457491816
7,0.8161306490685825,0.5305360446717846,0.5814324282680494,0.6627323244337902,0.5597572514600803
8,0.8582658090385097,0.5224154241559159,0.6591635347790261,0.7936757736014786,0.5139047494752411
9,0.8585581822738284,0.5505613274284422,0.6754962450844437,0.7799269249303102,0.50027733368136
10,0.6977696098905689,0.49997907056568075,0.6392333407024807,0.7490804618734789,0.5171783744983524
11,0.7298554840865424,0.5029594220127418,0.6151027326138366,0.7166846609450961,0.5506759328743733
12,0.8603792498538134,0.5234786394193338,0.6728232543494718,0.8063571650776804,0.49756925185161016
13,0.8155124885139086,0.5408835569992214,0.678350114891707,0.7794938422969239,0.5203541170456893
14,0.8741124383927825,0.5638808194292124,0.6892430545785853,0.7996047358500924,0.4965795512632277
15,0.8771781806031242,0.5338931259365922,0.6794018932009567,0.8002696091886715,0.5040621227446246
16,0.8129646646061315,0.5561201851836348,0.6411962135980867,0.7357890948572963,0.5277823093738784
17,0.8675966920056803,0.5690294602717477,0.6720930388354067,0.7768343489426074,0.48398533938029514
18,0.8158549828752819,0.5518756959036911,0.6587615812850454,0.7702710121324134,0.4895537646687766
19,0.8356361206248434,0.525144622391146,0.6590898433051295,0.7747299333296734,0.504703796752477
20,0.9080360872107593,0.5506115580708084,0.6821485754098251,0.7972624297765659,0.5164388180147259
21,0.8495280260629855,0.5438806519937379,0.6696143256225254,0.7774687235041875,0.49606838722307417
22,0.8711218778715228,0.5388073571147519,0.6955336267593839,0.8187091697622926,0.4777208609307536
23,0.8818645058892323,0.5638975629766678,0.6992717942534049,0.802929102542988,0.49539408572329713
24,0.8721577144766519,0.5635292049326491,0.6976036872533847,0.8047590291629305,0.48911873144311396
25,0.8445910951466042,0.5529556547145644,0.705595862558702,0.8197034298924614,0.46458285751574274
26,0.8894996240915546,0.5708377633969309,0.6651459426144395,0.7440054653808382,0.5259986731486618
27,0.8725336229220616,0.5619636832455692,0.6953996422613904,0.7995925363392928,0.4970580878114566
28,0.8726756327792164,0.5645589331011561,0.6971012453859089,0.7941942528104623,0.5055847390344438
29,0.8693425778965834,0.562750629975973,0.6907771770806118,0.7826352163278253,0.5184834741753401
30,0.8750563862668115,0.5407663521670336,0.6936913399119722,0.795798488480612,0.5265750921726647
