,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3565,0,0,0,21,45,0
true_DDOS,53,46604,2406,167,26,0,0
true_DOS,230,50399,16667,5839,32,5,1
true_MIRAI,1,11,0,862,0,0,0
true_RECON,122,0,0,0,27,3,0
true_SPOOFING,1340,0,0,0,34,299,2
true_WEB,95,0,0,0,2,4,1
