,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6797,0,0,0,36,124,5
true_DDOS,39,81987,3482,215,12,35,0
true_DOS,12,9976,3992,4,1,7,0
true_MIRAI,7,181,21,17474,0,30,0
true_RECON,3,0,0,0,1,0,0
true_SPOOFING,3262,0,0,0,61,722,9
true_WEB,338,0,0,0,9,16,5
