,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4088,45,0,0,35,30,0
true_DDOS,6,129363,0,0,0,0,0
true_DOS,3,30761,1,0,0,1,0
true_MIRAI,5,9979,16,2,0,6,0
true_RECON,2088,418,0,0,108,11,0
true_SPOOFING,1594,207,0,0,26,39,0
true_WEB,126,7,0,0,7,5,0
