Round,client_1,client_2,client_3,client_4,client_5
1,0.0706104882151396,0.06047948482640636,0.06825053463684648,0.0721998408291495,0.08246826850271562
2,0.19894311650446198,0.1902027125550239,0.21269670032992727,0.21436044280499125,0.16802623152473709
3,0.12450509164210455,0.10292416009818459,0.1491615451208916,0.13653982721547317,0.11188449516392429
4,0.2925755547395319,0.28694235136996543,0.3307648378860626,0.3373728382965107,0.26706296954123837
5,0.3034620081398135,0.28792420207769814,0.34539994447964056,0.3390587820569715,0.2750286779143808
6,0.33113208930481874,0.30803612296777155,0.3539154741170029,0.32344473774502097,0.2548659157104029
7,0.34559452975019844,0.3306800197667941,0.37779935735987663,0.3429276140168864,0.286456899443013
8,0.18068119208362618,0.1554943769591755,0.17558632698251558,0.16683411144623284,0.12443370027773051
9,0.17887966782949125,0.15656055518799608,0.17313620240402447,0.16352837963088246,0.12542146909254653
10,0.27281330940369175,0.2771837017351219,0.30624269212778793,0.28533134753107,0.20918548703579065
11,0.1964458756976198,0.1603245063406292,0.18515880044088054,0.179765835881883,0.12656404433156235
12,0.2734394422093368,0.2775360365880626,0.29218926409152324,0.2750554281024823,0.2225453187594408
13,0.3434980731731263,0.35749053783100815,0.39415339147361045,0.3629204954164725,0.2869966068253152
14,0.35975244870329254,0.36572379954701356,0.39721218856758506,0.3700577045445237,0.2964036103308716
15,0.34505732108940645,0.35202345399813184,0.39037083037873904,0.3561614774213299,0.2874465031249286
16,0.3444055428811591,0.3535217087919845,0.3948857071071402,0.3545376477525606,0.2908533384308496
17,0.23295549666026774,0.20350168989387613,0.22675554905414477,0.2246547358671768,0.1738239935299603
18,0.24298923867810937,0.20058516595349793,0.2075523992283624,0.21914965945147424,0.1717170905582738
19,0.355353931656338,0.3594919767605067,0.3828096243216175,0.3616141026658317,0.29095462582603515
20,0.24881066052398712,0.20712265502274602,0.22677665158399035,0.23653426179871864,0.17622394542468944
21,0.3531960870361799,0.35390683037746157,0.38437735523951616,0.35479449379368966,0.29627003084958786
22,0.25627094175835174,0.21742746506674673,0.23521399364506465,0.2414379252203774,0.1865382089612439
23,0.28512741206191405,0.2562158560770565,0.270779419437017,0.2751175821880214,0.20865464374608184
24,0.35694069156308833,0.3578959679970044,0.3949795719364215,0.3646907015175105,0.293272887539044
25,0.3559419639581785,0.35094870128653854,0.3866014405228378,0.35818182379533803,0.2922554733300384
26,0.3687920776145814,0.3671892502431973,0.3702840513760349,0.36060865862279273,0.30330052221644954
27,0.35575513556893795,0.34821608257962505,0.3690942158062245,0.34846261937629647,0.294663093245746
28,0.361948094458046,0.36694504024166724,0.387302526965427,0.3735312856227706,0.30232119454441897
29,0.2918186516913136,0.27785072693896834,0.28453628797970126,0.2807131749904976,0.2351912052911587
30,0.22313045389246303,0.18960173651087622,0.2090161476218731,0.20767052367863933,0.15912290066618162
