,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3466,0,0,0,0,684,48,0
true_BRUTEFORCE,28,0,0,0,0,22,0,0
true_DDOS,343,0,127860,495,586,84,1,0
true_DOS,317,0,26591,1118,2721,17,2,0
true_MIRAI,15,0,109,2,9872,0,10,0
true_RECON,1178,0,0,0,0,1437,10,0
true_SPOOFING,1275,0,1,0,0,372,218,0
true_WEB,48,0,0,0,0,43,4,0
