,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2162,0,1,0,0,422,25,0
true_BRUTEFORCE,69,0,0,0,0,41,0,0
true_DDOS,425,0,142152,561,704,104,3,2
true_DOS,49,0,4166,169,448,3,1,0
true_MIRAI,41,0,238,3,23086,0,24,0
true_RECON,64,0,0,0,0,65,0,0
true_SPOOFING,1178,0,1,0,0,302,204,0
true_WEB,2,0,0,0,0,2,1,0
