,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6190,0,0,0,1,387,62,0
true_BRUTEFORCE,27,0,0,0,0,6,0,0
true_DDOS,576,0,15612,57,58,7,0,0
true_DOS,75,0,1717,58,199,2,0,0
true_MIRAI,16,0,44,0,1945,0,5,0
true_RECON,646,0,0,0,0,201,1,0
true_SPOOFING,202,0,0,0,0,42,21,0
true_WEB,136,0,0,0,0,25,7,0
