,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3911,0,0,0,0,254,33,0
true_BRUTEFORCE,44,0,0,0,0,6,0,0
true_DDOS,4976,0,123433,378,498,84,0,0
true_DOS,1286,0,25858,915,2688,17,2,0
true_MIRAI,76,0,191,0,9731,0,10,0
true_RECON,1898,0,0,0,0,721,6,0
true_SPOOFING,1450,0,1,0,0,282,133,0
true_WEB,77,0,0,0,0,14,4,0
