,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1403,0,0,0,14,17,0
true_DDOS,110,118398,2409,303,62,9,1
true_DOS,4,1617,355,48,1,1,0
true_MIRAI,2,17,1,1097,0,1,0
true_RECON,2412,0,0,0,480,44,13
true_SPOOFING,16,0,0,0,0,4,0
true_WEB,23,0,0,0,0,1,0
