,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3568,0,0,0,23,40,0
true_DDOS,160,47394,1458,216,28,0,0
true_DOS,900,54365,11251,6619,32,5,1
true_MIRAI,1,15,0,858,0,0,0
true_RECON,125,0,0,0,25,2,0
true_SPOOFING,1372,0,0,0,37,264,2
true_WEB,96,0,0,0,1,3,2
