,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4113,0,0,0,34,47,4
true_DDOS,48,123082,5899,270,59,9,2
true_DOS,19,21687,8959,80,18,3,0
true_MIRAI,3,104,5,9883,0,13,0
true_RECON,2126,0,0,0,383,97,19
true_SPOOFING,1509,0,0,0,27,325,5
true_WEB,126,0,0,0,2,13,4
