,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4112,0,0,0,39,45,2
true_DDOS,54,126006,2974,271,55,7,2
true_DOS,24,24050,6664,8,18,2,0
true_MIRAI,3,101,5,9886,0,13,0
true_RECON,2108,0,0,0,416,93,8
true_SPOOFING,1504,0,0,0,33,327,2
true_WEB,125,0,0,0,5,13,2
