round,client_id,num_test_examples,loss,accuracy,balanced_accuracy,precision,recall,f1
1,1,306280,0.596025824546814,0.8688193809586,0.421546948340477,0.33065568132839074,0.421546948340477,0.24023975934863703
1,2,29801,1.395016074180603,0.4222677091372773,0.3677449445414415,0.1484806753345803,0.3677449445414415,0.1755387971084691
1,3,176718,0.6212159395217896,0.8654975724034903,0.3674063050385392,0.2465764962487784,0.3674063050385392,0.2748443331283852
1,4,103193,1.9798716306686401,0.09107206884187881,0.3624841919097171,0.02591985967857275,0.3624841919097171,0.04695245681941022
1,5,28325,0.7681156992912292,0.8191703442188879,0.3682632988046106,0.3660240820092281,0.3682632988046106,0.3272454157005299
2,1,306280,0.2255350947380066,0.9486287057594358,0.46914490470050446,0.36684624731553006,0.46914490470050446,0.35710018672319294
2,2,29801,1.2451759576797485,0.45089090970101675,0.42143094097631584,0.26256086608228124,0.42143094097631584,0.20184520740109108
2,3,176718,0.25990909337997437,0.9324573614459195,0.41706399076247824,0.3172771348131851,0.41706399076247824,0.34060560236889603
2,4,103193,1.9692118167877197,0.10558855736338706,0.4079968314073279,0.15969778724563932,0.4079968314073279,0.07174621001246853
2,5,28325,0.47664982080459595,0.8610767872903795,0.4101281663253824,0.39587751289544004,0.4101281663253824,0.38587606361510174
3,1,306280,0.23989959061145782,0.9536306647512081,0.4832074670906184,0.374762879969018,0.4832074670906184,0.3824396488242166
3,2,29801,1.011506199836731,0.4625012583470353,0.42278432202367433,0.27368229015898327,0.42278432202367433,0.21313182326060598
3,3,176718,0.26070770621299744,0.935241458142351,0.42689257490759924,0.3423727495866842,0.42689257490759924,0.34872014618254277
3,4,103193,1.5622045993804932,0.12548331766689602,0.41690808017360437,0.24631934811870032,0.41690808017360437,0.08149108686346539
3,5,28325,0.436776340007782,0.8624889673433362,0.4228139195914618,0.4096575587146646,0.4228139195914618,0.3975627982391336
4,1,306280,0.2104344666004181,0.9567585216142093,0.49146039437187367,0.3837319603143235,0.49146039437187367,0.3966842855445391
4,2,29801,1.01692795753479,0.46787020569779536,0.4294069724424124,0.2757128700316027,0.4294069724424124,0.21765719863627278
4,3,176718,0.2368699461221695,0.9370692289410247,0.4374872374273637,0.3491779760367464,0.4374872374273637,0.35522152415601344
4,4,103193,1.5805491209030151,0.13458277208725397,0.42445966706617877,0.2409153593353274,0.42445966706617877,0.08667570034193077
4,5,28325,0.4133458137512207,0.8630891438658429,0.4289376206928694,0.4184203845481626,0.4289376206928694,0.4035815352052894
