,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2218,0,0,0,0,365,26,1
true_BRUTEFORCE,74,0,0,0,0,36,0,0
true_DDOS,424,0,138284,4450,687,103,1,2
true_DOS,49,0,3610,725,448,3,1,0
true_MIRAI,44,0,206,4,23109,0,29,0
true_RECON,67,0,0,0,0,62,0,0
true_SPOOFING,1188,0,0,1,0,284,212,0
true_WEB,1,0,0,0,0,3,1,0
