client_id,server_round,cosine_similarity,spearman_rank_correlation,top_10_overlap
1,10,0.857894450436539,0.9580030142986177,0.7
2,10,0.9935505677942142,0.9610611213883132,0.8
3,10,0.9913068843303171,0.9707451271723491,0.8
4,10,0.9837569351763019,0.9324104234527687,0.8
5,10,0.9482276118823191,0.9649837133550491,0.8
