,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,347,0,0,0,0,98,2,0
true_BRUTEFORCE,12,0,0,0,0,19,0,0
true_DDOS,45,0,9202,165,40,2,0,0
true_DOS,1209,0,70193,9578,7972,58,6,0
true_MIRAI,0,0,12,0,623,0,1,0
true_RECON,29,0,0,0,0,29,2,0
true_SPOOFING,2299,0,0,0,0,776,388,0
true_WEB,53,0,0,0,0,33,0,0
