,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3532,0,0,0,0,618,48,0
true_BRUTEFORCE,30,0,0,0,0,20,0,0
true_DDOS,342,0,124426,3946,572,82,1,0
true_DOS,319,0,22997,4694,2738,16,2,0
true_MIRAI,15,0,96,0,9887,0,10,0
true_RECON,1191,0,0,0,0,1422,12,0
true_SPOOFING,1279,0,0,1,0,360,226,0
true_WEB,49,0,0,0,0,42,4,0
