,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3223,0,0,0,0,919,56,0
true_BRUTEFORCE,23,0,0,0,0,27,0,0
true_DDOS,345,0,127411,949,579,84,1,0
true_DOS,318,0,26028,1681,2720,17,2,0
true_MIRAI,15,0,111,2,9870,0,10,0
true_RECON,991,0,0,0,0,1617,17,0
true_SPOOFING,1198,0,1,0,0,432,235,0
true_WEB,44,0,0,0,0,47,4,0
