,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3303,0,0,0,0,848,47,0
true_BRUTEFORCE,25,0,0,0,0,25,0,0
true_DDOS,450,0,126096,2183,555,84,1,0
true_DOS,411,0,24421,3217,2698,17,2,0
true_MIRAI,16,0,142,0,9840,0,10,0
true_RECON,1128,0,0,0,0,1487,10,0
true_SPOOFING,1243,0,1,0,0,406,216,0
true_WEB,48,0,0,0,0,43,4,0
