,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,273,0,0,0,154,20,0
true_DDOS,115,49520,3905,227,30,4,0
true_DOS,126,8094,3900,1204,8,1,0
true_MIRAI,13,114,7,11282,0,9,0
true_RECON,165,0,0,0,453,14,0
true_SPOOFING,411,0,0,0,209,143,0
true_WEB,39,0,1,0,112,1,0
