,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3750,0,0,0,1262,394,2
true_DDOS,88,84423,573,357,46,11,0
true_DOS,3,692,46,78,0,0,0
true_MIRAI,11,148,3,13600,0,22,0
true_RECON,932,0,1,0,2165,106,0
true_SPOOFING,826,0,0,0,349,512,0
true_WEB,27,0,0,0,52,8,0
