,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,560,0,0,0,4769,78,1
true_DDOS,133,77678,6536,361,785,4,1
true_DOS,1,456,255,78,29,0,0
true_MIRAI,9,200,5,13489,58,23,0
true_RECON,48,0,1,0,3140,15,0
true_SPOOFING,21,0,0,0,1439,227,0
true_WEB,0,0,0,0,82,5,0
