,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,428,0,0,0,3421,349,0
true_DDOS,0,121396,7158,545,140,130,0
true_DOS,0,20315,7512,2730,52,157,0
true_MIRAI,0,89,4,9898,2,15,0
true_RECON,39,0,0,0,2511,75,0
true_SPOOFING,23,0,0,0,1342,501,0
true_WEB,5,0,0,0,129,11,0
