round,client_id,class,feature,class_shap_value
1,3,DOS,Rate,0.002982156221924015
1,3,DOS,fin_flag_number,0.0008007973621715792
1,3,DOS,syn_flag_number,0.03907248824834823
1,3,DOS,rst_flag_number,0.00015035742871987167
1,3,DOS,psh_flag_number,3.250597442274739e-05
1,3,DOS,ack_flag_number,0.010624154610559345
1,3,DOS,ece_flag_number,0.0
1,3,DOS,cwr_flag_number,0.0
1,3,DOS,ack_count,0.0034423242788761852
1,3,DOS,syn_count,0.01225861719576642
1,3,DOS,fin_count,0.05532353650778532
1,3,DOS,rst_count,0.014770365017466248
1,3,DOS,HTTP,0.00010894265815295512
1,3,DOS,HTTPS,2.468223316398621e-07
1,3,DOS,DNS,1.3390184932404736e-06
1,3,DOS,Telnet,0.0
1,3,DOS,SMTP,0.0
1,3,DOS,SSH,0.0
1,3,DOS,IRC,0.0
1,3,DOS,TCP,0.006382366689831542
1,3,DOS,UDP,0.0595713019836694
1,3,DOS,DHCP,0.0
1,3,DOS,ARP,4.155877824985055e-05
1,3,DOS,ICMP,0.004255440541237476
1,3,DOS,IGMP,0.0
1,3,DOS,IPv,1.0826823927345686e-05
1,3,DOS,LLC,2.571606158880968e-05
1,3,DOS,Tot sum,0.04694803253514692
1,3,DOS,Min,0.016805230616591872
1,3,DOS,Max,0.0013642625424836296
1,3,DOS,AVG,0.05177159979939461
1,3,DOS,Std,0.0019989725202322005
1,3,DOS,Tot size,0.036700733692850915
1,3,DOS,IAT,0.00109284150385065
1,3,DOS,Number,0.0
1,3,DOS,Variance,0.04682062300853431
1,4,DOS,Header_Length,0.019334471570618916
1,4,DOS,Protocol Type,0.0021034762667113682
1,4,DOS,Time_To_Live,0.01580552120438643
1,4,DOS,Rate,0.002189860036560276
1,4,DOS,fin_flag_number,6.264433127398661e-05
1,4,DOS,syn_flag_number,0.020914782071486115
1,4,DOS,rst_flag_number,1.6705250004633854e-05
1,4,DOS,psh_flag_number,0.00011387079284759238
1,4,DOS,ack_flag_number,0.00937628317042254
1,4,DOS,ece_flag_number,0.0
1,4,DOS,cwr_flag_number,0.0
1,4,DOS,ack_count,0.01636227540730033
1,4,DOS,syn_count,0.012698644562624395
1,4,DOS,fin_count,0.00838930843747221
1,4,DOS,rst_count,0.005360980547266081
1,4,DOS,HTTP,0.0005738018019428637
1,4,DOS,HTTPS,0.0012854231754886314
