,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1877,0,0,0,1717,604,0
true_DDOS,65,119433,9242,513,77,39,0
true_DOS,39,19065,8894,2709,23,36,0
true_MIRAI,3,100,4,9888,1,12,0
true_RECON,335,0,0,0,2178,112,0
true_SPOOFING,393,0,0,0,783,690,0
true_WEB,25,0,0,0,106,14,0
