,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,160,0,0,0,3995,43,0
true_DDOS,5,115857,8116,529,4859,3,0
true_DOS,0,18873,7936,2683,1272,2,0
true_MIRAI,0,145,0,9787,65,11,0
true_RECON,18,0,0,0,2590,17,0
true_SPOOFING,6,0,0,0,1649,211,0
true_WEB,1,0,0,0,139,5,0
