,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4908,0,0,0,1227,506,0
true_DDOS,267,238767,24678,1086,119,48,2
true_DOS,294,48421,32314,7955,45,8,0
true_MIRAI,6,68,4,8105,0,15,0
true_RECON,823,0,0,0,1463,98,0
true_SPOOFING,1284,0,0,0,497,958,0
true_WEB,80,0,0,0,77,25,0
