client_id,server_round,cosine_similarity,spearman_rank_correlation,top_10_overlap
1,10,0.9609519820168685,0.963355048859935,0.8
2,10,0.9558656709597504,0.9598941368078178,0.7
3,10,0.9508971528975376,0.9702354426573997,0.8
4,10,0.9265619474069272,0.9529061691491253,0.7
5,10,0.971439140569107,0.9491082739343096,0.6
