,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1,0,0,0,6,0,0
true_DDOS,31,13394,980,64,15,12,0
true_DOS,42,4291,1913,638,5,26,0
true_MIRAI,1,6,0,821,0,1,0
true_RECON,35,0,0,0,324,12,0
true_SPOOFING,309,0,2,0,838,362,0
true_WEB,0,0,0,0,2,1,0
