round,client_id,num_examples,loss,accuracy,balanced_accuracy,precision,recall,f1,personalized_loss,personalized_accuracy,personalized_balanced_accuracy,personalized_precision,personalized_recall,personalized_f1
8,5,374148,0.4978589713573456,0.7551503683034521,0.5029894351894625,0.4790519959308979,0.5029894351894625,0.38934030744214815,,,,,,
9,1,110487,0.420368492603302,0.914849710825708,0.5396963545736773,0.5213239375351119,0.5396963545736773,0.513257914531222,,,,,,
9,2,24132,0.5512974858283997,0.693767611470247,0.53566862894837,0.4732165117735179,0.53566862894837,0.3958019591126199,,,,,,
9,3,54996,0.42114144563674927,0.9136300821877955,0.548519588688623,0.4758946400597272,0.548519588688623,0.4860001399498945,,,,,,
9,4,80554,0.4565717279911041,0.8213248255828388,0.533695605117536,0.5393257567326565,0.533695605117536,0.4965793449660163,,,,,,
9,5,374148,0.48869502544403076,0.7634893143889584,0.5413869326319948,0.4908546585595558,0.5413869326319948,0.46993583499152053,,,,,,
10,1,110487,0.4271327257156372,0.8903490908432666,0.550082936615462,0.5135456802013267,0.550082936615462,0.5055816265753965,0.3602864742279053,0.9457764261858861,0.5289823139160107,0.5347602359540137,0.5289823139160107,0.527836063399969
10,2,24132,0.5472943186759949,0.7092242665340627,0.5687248512903437,0.46422560167251437,0.5687248512903437,0.42342535039782725,0.542390763759613,0.7325542847671141,0.5328148871597211,0.4587957179552555,0.5328148871597211,0.46956413603076197
10,3,54996,0.4269443452358246,0.8878100225470943,0.5465178712567044,0.4781452930075439,0.5465178712567044,0.4718741433979655,0.3607044219970703,0.9461960869881446,0.5201304311826134,0.48217305498175994,0.5201304311826134,0.48998793310323163
10,4,80554,0.45479875802993774,0.8169302579636021,0.546649818059372,0.5276599111981791,0.546649818059372,0.5188123672320323,0.4588871896266937,0.816595079077389,0.5664333917447577,0.5410656237877273,0.5664333917447577,0.5456370281377988
10,5,374148,0.4895235300064087,0.7609715941285267,0.5540864559931142,0.48283796983671573,0.5540864559931142,0.47766625818366876,0.490197092294693,0.7657798518233426,0.5650265445199686,0.5022863268210193,0.5650265445199686,0.5103410707424993
