,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3267,0,0,0,1766,373,2
true_DDOS,135,81178,3770,359,48,8,0
true_DOS,5,547,189,78,0,0,0
true_MIRAI,14,136,7,13605,0,22,0
true_RECON,721,0,1,0,2412,70,0
true_SPOOFING,729,0,0,0,530,428,0
true_WEB,17,0,0,0,65,5,0
