,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,0,0,0,0,3,4,0
true_DDOS,0,12624,1785,59,12,16,0
true_DOS,0,3307,2952,634,4,18,0
true_MIRAI,0,6,0,821,0,2,0
true_RECON,4,0,0,0,292,75,0
true_SPOOFING,21,0,2,0,499,989,0
true_WEB,0,0,0,0,1,2,0
