,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1404,0,0,0,12,18,0
true_DDOS,58,117023,3837,303,30,40,1
true_DOS,1,1528,491,4,0,2,0
true_MIRAI,2,16,1,1097,0,2,0
true_RECON,2429,0,0,0,420,98,2
true_SPOOFING,16,0,0,0,0,4,0
true_WEB,23,0,0,0,0,1,0
