,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6794,0,0,0,47,121,0
true_DDOS,106,81821,3585,213,36,9,0
true_DOS,70,9879,3609,426,6,2,0
true_MIRAI,19,204,10,17455,0,25,0
true_RECON,3,0,0,0,1,0,0
true_SPOOFING,3277,0,0,0,64,710,3
true_WEB,340,0,0,0,12,16,0
