round,client_id,num_examples,size_weight,consensus_alignment,shap_stability,shap_quality,validation_f1,utility_score,utility_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
1,1,1225117,0.47535675512502046,0.809042334332842,1.0,0.8663296340329893,0.33604596802491615,0.29112658049728724,0.20681355019263395,0.4216481141385432,0.18495501577854156,0.9402638108919943,0.46919025047403856,0.3650688227031363,0.46919025047403856,0.3966779879308473,1,1
1,2,119203,0.04625186923466723,0.9778555222562362,1.0,0.9844988655793652,0.25086708976376004,0.24697836528361852,0.1754510785577488,0.07209171109928356,0.6660441160202026,0.7628938626220597,0.3974453981249595,0.35714544696585415,0.3974453981249595,0.3483643122021843,1,1
1,3,706868,0.27427133798789255,0.991775515418509,1.0,0.9942428607929563,0.3128647429686934,0.31106353709044665,0.22097657428347667,0.26361238524700936,0.6089203357696533,0.5376984800642832,0.4266686085087962,0.3526182889755045,0.4266686085087962,0.2890701606277423,1,1
1,4,412772,0.16015936316814228,0.984133514741122,1.0,0.9888934603187853,0.2549407120905955,0.2521092029554042,0.17909597677539535,0.1639466858895929,0.6928176879882812,0.7936100316881959,0.40043617937194576,0.2643173196339663,0.40043617937194576,0.2558346196175379,1,1
1,5,113298,0.04396067448427748,0.9644619024711883,1.0,0.9751233317298318,0.31421547742837763,0.30639884323103933,0.21766282019074518,0.07870110362557102,0.8037506937980652,0.6023300970873786,0.42464720901354147,0.41084263207979216,0.42464720901354147,0.37128674681311497,1,1
2,1,1225117,0.47535675512502046,0.809042334332842,1.0,0.8663296340329893,0.3347988271942489,0.2900461454378677,0.1986559110490377,0.4200165863098239,0.13413815200328827,0.944893561447042,0.4741798141502271,0.3645657133824411,0.4741798141502271,0.40156409805650295,1,0
2,2,119203,0.04625186923466723,0.9778555222562362,1.0,0.9844988655793652,0.27624798112444515,0.27196582403560615,0.18627249283534833,0.07425599395480345,0.5941648483276367,0.7922217375255864,0.41556625770205524,0.4458203538512302,0.41556625770205524,0.38476516816928585,1,0
2,3,706868,0.27427133798789255,0.991775515418509,1.0,0.9942428607929563,0.31561810986879796,0.3138010524740193,0.21492591764411856,0.26240225391913774,0.5856199264526367,0.525730259509501,0.4283748995793285,0.3551865918293573,0.4283748995793285,0.2933764456610968,1,0
2,4,412772,0.16015936316814228,0.984133514741122,1.0,0.9888934603187853,0.27228145606348253,0.26925735126725453,0.18441742896426627,0.16501097632736708,0.6488726735115051,0.8141249890980977,0.40958704789104317,0.33960353569034146,0.40958704789104317,0.2773805034754909,1,0
2,5,113298,0.04396067448427748,0.9644619024711883,1.0,0.9751233317298318,0.32300785053214387,0.31497249138579564,0.2157282495072292,0.07831418948886783,0.7721801996231079,0.46983230361871137,0.4303623525863697,0.40543710509426867,0.4303623525863697,0.32300343482493393,1,0
3,1,1225117,0.47535675512502046,0.809042334332842,1.0,0.8663296340329893,0.3591362609309738,0.3111303855003067,0.20698699184124897,0.42168280246826617,0.08993149548768997,0.9725316703669845,0.479223768762392,0.3987173697148799,0.479223768762392,0.4311189777319969,1,0
3,2,119203,0.04625186923466723,0.9778555222562362,1.0,0.9844988655793652,0.28200510704333537,0.27763370797175113,0.18470251934537554,0.07394199925680889,0.5457075834274292,0.8039998657763162,0.42158767697054894,0.4574894178267573,0.42158767697054894,0.3985604986092397,1,0
3,3,706868,0.27427133798789255,0.991775515418509,1.0,0.9942428607929563,0.3202967961940568,0.31845280295079753,0.21185840662976524,0.2617887517162671,0.5391106009483337,0.5399846082459059,0.4316370894848343,0.360425356229612,0.4316370894848343,0.29871244616798076,1,0
3,4,412772,0.16015936316814228,0.984133514741122,1.0,0.9888934603187853,0.2707106279274328,0.2677039695962302,0.1780965214361239,0.16374679482173862,0.6336939930915833,0.8110433847257081,0.4089577840520694,0.3233694678301384,0.4089577840520694,0.2734830247329111,1,0
3,5,113298,0.04396067448427748,0.9644619024711883,1.0,0.9751233317298318,0.33659222706634223,0.3282189338912957,0.21835556074748633,0.07883965173691926,0.7236538529396057,0.45006178287731685,0.44018602623874004,0.38413722195471306,0.44018602623874004,0.30953331040862075,1,0
4,1,1225117,0.47535675512502046,0.809042334332842,1.0,0.8663296340329893,0.3725870125630126,0.3227831702391595,0.20404980493576388,0.42109536508716916,0.0740998238325119,0.9775205694136084,0.48170999001901654,0.4142996812252441,0.48170999001901654,0.4418797046037296,1,0
4,2,119203,0.04625186923466723,0.9778555222562362,1.0,0.9844988655793652,0.28347829050338147,0.2790840554169568,0.17642508135203647,0.07228651165814108,0.5435131192207336,0.8052414348511795,0.42404707280162,0.4701075470468371,0.42404707280162,0.40363757378934395,1,0
