,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3518,0,0,0,0,634,46,0
true_BRUTEFORCE,28,0,0,0,0,22,0,0
true_DDOS,450,0,126387,1889,558,85,0,0
true_DOS,413,0,24780,2855,2699,17,2,0
true_MIRAI,16,0,140,0,9842,0,10,0
true_RECON,1347,0,0,0,0,1271,7,0
true_SPOOFING,1301,0,1,0,0,369,195,0
true_WEB,53,0,0,0,0,38,4,0
