client_id,server_round,cosine_similarity,spearman_rank_correlation,top_10_overlap
1,10,0.8516453099438084,0.9582068881045974,0.7
2,10,0.9936429113280337,0.9596340047464553,0.8
3,10,0.9894982659839221,0.9669734617617246,0.8
4,10,0.9842380259475472,0.9326140065146581,0.8
5,10,0.9455330953734221,0.964169381107492,0.8
