,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,413,0,0,0,0,32,2,0
true_BRUTEFORCE,18,0,0,0,0,13,0,0
true_DDOS,31,0,9260,119,42,2,0,0
true_DOS,709,0,73145,7044,8060,51,7,0
true_MIRAI,0,0,9,0,626,0,1,0
true_RECON,40,0,0,0,0,17,3,0
true_SPOOFING,2479,0,0,0,0,562,422,0
true_WEB,55,0,0,0,0,29,2,0
