,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,4,0,0,0,0,4,0,0
true_DDOS,17,0,5900,46,32,9,0,0
true_DOS,77,0,12474,855,1326,6,1,0
true_MIRAI,13,0,85,0,7420,0,8,0
true_RECON,67,0,0,0,0,77,3,0
true_SPOOFING,864,0,0,1,0,301,132,0
true_WEB,35,0,0,0,0,34,3,0
