,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3829,0,0,0,0,315,54,0
true_BRUTEFORCE,35,0,0,0,0,15,0,0
true_DDOS,279,0,126922,1519,566,82,1,0
true_DOS,267,0,25325,2425,2731,16,2,0
true_MIRAI,14,0,97,3,9884,0,10,0
true_RECON,1485,0,0,0,0,1128,12,0
true_SPOOFING,1352,0,0,1,0,289,224,0
true_WEB,62,0,0,0,0,29,4,0
