,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,4,0,0,0,0,4,0,0
true_DDOS,10,0,4552,1403,30,9,0,0
true_DOS,48,0,4976,8383,1325,6,1,0
true_MIRAI,12,0,77,2,7427,0,8,0
true_RECON,77,0,0,0,0,66,4,0
true_SPOOFING,869,0,0,1,0,265,163,0
true_WEB,36,0,0,0,0,33,3,0
