client_id,feature,server_shap,client_shap,absolute_difference
1,Header_Length,0.002434279309247377,0.0020004813284643236,0.0004337979807830534
1,Protocol Type,0.00040337174317875234,0.00024350701379273942,0.00015986472938601292
1,Time_To_Live,0.004209811456929388,0.00035235378823537825,0.0038574576686940102
1,Rate,0.0004140295350145845,0.0002055069677938,0.0002085225672207845
1,fin_flag_number,3.556337315391679e-05,1.6810000231336848e-05,1.875337292257994e-05
1,syn_flag_number,0.0028139712012557644,0.0027389842905049568,7.498691075080765e-05
1,rst_flag_number,1.0244909712644486e-05,5.485896442438179e-06,4.7590132702063065e-06
1,psh_flag_number,4.291917986604182e-05,2.0212417505754983e-05,2.2706762360286837e-05
1,ack_flag_number,0.0033676121212327494,0.0009415028523505645,0.002426109268882185
1,ece_flag_number,0.0,0.0,0.0
1,cwr_flag_number,0.0,0.0,0.0
1,ack_count,0.0025802539733357135,0.0010105247333051382,0.0015697292400305752
1,syn_count,0.00325927790389204,0.0032076734426398,5.160446125223976e-05
1,fin_count,0.008338237504175328,0.005145574701512037,0.0031926628026632915
1,rst_count,0.003511984631325214,0.0019139706652592525,0.0015980139660659615
1,HTTP,1.0297082075714933e-05,2.835943623427498e-05,1.8062354158560047e-05
1,HTTPS,4.4772549225372244e-05,5.318643145299134e-06,3.945390608007311e-05
1,DNS,2.9467234961547847e-07,1.3689314961986733e-06,1.0742591465831947e-06
1,Telnet,0.0,0.0,0.0
1,SMTP,0.0,0.0,0.0
1,SSH,0.0,0.0,0.0
1,IRC,0.0,0.0,0.0
1,TCP,0.0010016149669704,0.0007776870730696362,0.00022392789390076392
1,UDP,0.011998706891970185,0.0033688771757958845,0.0086298297161743
1,DHCP,3.3774699275195555e-08,0.0,3.3774699275195555e-08
1,ARP,2.4881146526458745e-07,1.1665172797533787e-06,9.177058144887912e-07
1,ICMP,0.0001863976500329534,0.00019792579354645037,1.1528143513496973e-05
1,IGMP,0.0,0.0,0.0
1,IPv,1.9254533100218878e-07,3.8161094692090563e-07,1.8906561591871686e-07
1,LLC,1.3186518684331382e-07,1.2204539014514285e-06,1.0885887146081146e-06
1,Tot sum,0.08203095174662962,0.034272338435032516,0.04775861331159711
1,Min,0.004303711402073074,0.00044852026002446083,0.003855191142048613
1,Max,0.003688467172018228,0.0020753664669221693,0.001613100705096059
1,AVG,0.06962334279237858,0.009195985147247227,0.06042735764513136
1,Std,0.009660424578227902,0.007806734372053565,0.001853690206174337
1,Tot size,0.04710877119411947,0.007616370421293461,0.03949240077282601
1,IAT,0.00194167987891797,0.004712901810811925,0.0027712219318939547
1,Number,0.0009871445468618413,0.0001755630605340554,0.0008115814863277859
1,Variance,0.04837806752718052,0.036148633790657116,0.012229433736523403
2,Header_Length,0.002434279309247377,0.0021870477668305215,0.00024723154241685545
2,Protocol Type,0.00040337174317875234,0.00025476372381155293,0.0001486080193671994
2,Time_To_Live,0.004209811456929388,0.0008622998617979488,0.0033475115951314394
2,Rate,0.0004140295350145845,0.0007697709568491216,0.00035574142183453705
2,fin_flag_number,3.556337315391679e-05,1.102482631353011e-05,2.4538546840386678e-05
2,syn_flag_number,0.0028139712012557644,0.0036507253790878207,0.0008367541778320563
2,rst_flag_number,1.0244909712644486e-05,6.438473470565583e-06,3.8064362420789025e-06
2,psh_flag_number,4.291917986604182e-05,3.023966086203106e-06,3.989521377983872e-05
2,ack_flag_number,0.0033676121212327494,0.000611121740085454,0.0027564903811472955
2,ece_flag_number,0.0,0.0,0.0
2,cwr_flag_number,0.0,0.0,0.0
2,ack_count,0.0025802539733357135,0.00016818070310443132,0.002412073270231282
2,syn_count,0.00325927790389204,0.004653566063171411,0.0013942881592793714
2,fin_count,0.008338237504175328,0.0027253217605301195,0.005612915743645209
2,rst_count,0.003511984631325214,0.001963220009900882,0.001548764621424332
2,HTTP,1.0297082075714933e-05,0.000127561632457502,0.00011726455038178707
2,HTTPS,4.4772549225372244e-05,9.429075478602663e-07,4.382964167751198e-05
2,DNS,2.9467234961547847e-07,8.40129402789741e-08,2.1065940933650436e-07
2,Telnet,0.0,0.0,0.0
2,SMTP,0.0,0.0,0.0
2,SSH,0.0,0.0,0.0
2,IRC,0.0,0.0,0.0
2,TCP,0.0010016149669704,0.0010331104579897983,3.149549101939819e-05
2,UDP,0.011998706891970185,0.006332002738558488,0.005666704153411697
2,DHCP,3.3774699275195555e-08,0.0,3.3774699275195555e-08
2,ARP,2.4881146526458745e-07,3.8146424332710094e-06,3.565830968006422e-06
2,ICMP,0.0001863976500329534,0.00010212643858094023,8.427121145201316e-05
2,IGMP,0.0,0.0,0.0
2,IPv,1.9254533100218878e-07,1.6211470283944342e-06,1.4286016973922454e-06
2,LLC,1.3186518684331382e-07,7.114332173763983e-07,5.795680305330845e-07
2,Tot sum,0.08203095174662962,0.10850941713291974,0.026478465386290118
2,Min,0.004303711402073074,0.00685705407605623,0.0025533426739831567
2,Max,0.003688467172018228,0.00392382268396535,0.00023535551194712187
2,AVG,0.06962334279237858,0.09489479401561139,0.025271451223232808
2,Std,0.009660424578227902,0.010874159044873046,0.0012137344666451437
2,Tot size,0.04710877119411947,0.05460922682517671,0.007500455631057237
2,IAT,0.00194167987891797,0.004128664324894977,0.002186984445977007
2,Number,0.0009871445468618413,0.00033112216835855967,0.0006560223785032817
2,Variance,0.04837806752718052,0.0540867978080963,0.005708730280915779
3,Header_Length,0.002434279309247377,0.0028168683509644343,0.00038258904171705735
3,Protocol Type,0.00040337174317875234,0.00034458527274989717,5.8786470428855175e-05
3,Time_To_Live,0.004209811456929388,0.00036296987364445104,0.0038468415832849374
3,Rate,0.0004140295350145845,0.0005082314771481228,9.420194213353831e-05
3,fin_flag_number,3.556337315391679e-05,5.712503332703513e-05,2.156166017311834e-05
3,syn_flag_number,0.0028139712012557644,0.003944773492902791,0.0011308022916470266
3,rst_flag_number,1.0244909712644486e-05,6.748170642539799e-06,3.496739070104687e-06
3,psh_flag_number,4.291917986604182e-05,4.1071510967706155e-05,1.8476688983356645e-06
3,ack_flag_number,0.0033676121212327494,0.002428858751787604,0.0009387533694451456
3,ece_flag_number,0.0,0.0,0.0
3,cwr_flag_number,0.0,0.0,0.0
3,ack_count,0.0025802539733357135,0.002453072594009759,0.0001271813793259544
3,syn_count,0.00325927790389204,0.004876989544586961,0.0016177116406949207
3,fin_count,0.008338237504175328,0.013084935530485958,0.00474669802631063
3,rst_count,0.003511984631325214,0.007908571221172361,0.004396586589847148
3,HTTP,1.0297082075714933e-05,0.0,1.0297082075714933e-05
3,HTTPS,4.4772549225372244e-05,3.7465710827896776e-06,4.1025978142582563e-05
3,DNS,2.9467234961547847e-07,1.361515275355368e-07,1.5852082207994166e-07
3,Telnet,0.0,0.0,0.0
3,SMTP,0.0,0.0,0.0
3,SSH,0.0,0.0,0.0
3,IRC,0.0,0.0,0.0
3,TCP,0.0010016149669704,0.001270638880972945,0.00026902391400254484
3,UDP,0.011998706891970185,0.006768328882882265,0.00523037800908792
3,DHCP,3.3774699275195555e-08,1.154384296629847e-09,3.262031497856571e-08
3,ARP,2.4881146526458745e-07,1.4729985272346914e-06,1.224187061970104e-06
3,ICMP,0.0001863976500329534,7.153693494891851e-05,0.00011486071508403488
3,IGMP,0.0,0.0,0.0
3,IPv,1.9254533100218878e-07,1.6335717710670535e-07,2.9188153895483426e-08
3,LLC,1.3186518684331382e-07,9.639685725808475e-07,8.321033857375337e-07
3,Tot sum,0.08203095174662962,0.10457343974262594,0.022542487995996313
3,Min,0.004303711402073074,0.005263448507565899,0.000959737105492825
3,Max,0.003688467172018228,0.003912439897607142,0.0002239727255889134
3,AVG,0.06962334279237858,0.076815892898482,0.00719255010610341
3,Std,0.009660424578227902,0.013407696172097744,0.003747271593869842
3,Tot size,0.04710877119411947,0.05671726505779791,0.009608493863678437
3,IAT,0.00194167987891797,0.0004942476280273239,0.0014474322508906462
3,Number,0.0009871445468618413,5.987192396769814e-05,0.0009272726228941432
3,Variance,0.04837806752718052,0.07847712922677326,0.03009906169959274
4,Header_Length,0.002434279309247377,0.0032647240921264953,0.0008304447828791184
4,Protocol Type,0.00040337174317875234,0.00032385615980398235,7.951558337476999e-05
4,Time_To_Live,0.004209811456929388,0.0019864453129708544,0.002223366143958534
4,Rate,0.0004140295350145845,0.0016852588915238188,0.0012712293565092343
4,fin_flag_number,3.556337315391679e-05,2.629542047411183e-07,3.530041894917567e-05
4,syn_flag_number,0.0028139712012557644,0.006372567536307299,0.0035585963350515345
4,rst_flag_number,1.0244909712644486e-05,1.2337178438848185e-07,1.0121537928256005e-05
4,psh_flag_number,4.291917986604182e-05,1.0363906043923448e-05,3.255527382211837e-05
4,ack_flag_number,0.0033676121212327494,0.001484783037675772,0.0018828290835569775
4,ece_flag_number,0.0,0.0,0.0
4,cwr_flag_number,0.0,0.0,0.0
4,ack_count,0.0025802539733357135,0.0010052351909120105,0.001575018782423703
4,syn_count,0.00325927790389204,0.004638955525368284,0.0013796776214762439
4,fin_count,0.008338237504175328,2.553635614461387e-05,0.008312701148030715
4,rst_count,0.003511984631325214,0.00037825522987333215,0.0031337294014518817
4,HTTP,1.0297082075714933e-05,0.0001366483241410146,0.00012635124206529966
4,HTTPS,4.4772549225372244e-05,0.0002785206150143149,0.00023374806578894267
4,DNS,2.9467234961547847e-07,1.166156202379438e-06,8.714838527639596e-07
4,Telnet,0.0,0.0,0.0
4,SMTP,0.0,0.0,0.0
4,SSH,0.0,2.960563279468992e-08,2.960563279468992e-08
4,IRC,0.0,0.0,0.0
4,TCP,0.0010016149669704,0.0015430633443659762,0.0005414483773955761
4,UDP,0.011998706891970185,0.007790527151497708,0.004208179740472477
4,DHCP,3.3774699275195555e-08,0.0,3.3774699275195555e-08
4,ARP,2.4881146526458745e-07,2.759398741225999e-06,2.510587275961412e-06
4,ICMP,0.0001863976500329534,0.00026078375357834756,7.438610354539417e-05
4,IGMP,0.0,0.0,0.0
4,IPv,1.9254533100218878e-07,3.703785546193392e-06,3.511240215191203e-06
4,LLC,1.3186518684331382e-07,1.6753459982053355e-06,1.5434808113620215e-06
4,Tot sum,0.08203095174662962,0.038138556210753904,0.04389239553587572
4,Min,0.004303711402073074,0.004060004421195629,0.00024370698087744502
4,Max,0.003688467172018228,0.0038093380754395767,0.0001208709034213485
4,AVG,0.06962334279237858,0.032395105571076784,0.0372282372213018
4,Std,0.009660424578227902,0.006941113961230598,0.002719310616997304
4,Tot size,0.04710877119411947,0.018429247002259216,0.028679524191860255
4,IAT,0.00194167987891797,0.0012167919083511869,0.0007248879705667832
4,Number,0.0009871445468618413,0.0008279040139198912,0.00015924053294195007
4,Variance,0.04837806752718052,0.017958991964590568,0.03041907556258995
5,Header_Length,0.002434279309247377,0.0016726136084669655,0.0007616657007804115
5,Protocol Type,0.00040337174317875234,0.00017437158795295725,0.0002290001552257951
5,Time_To_Live,0.004209811456929388,0.011485772730694099,0.007275961273764711
5,Rate,0.0004140295350145845,0.0004281422718367529,1.4112736822168373e-05
5,fin_flag_number,3.556337315391679e-05,3.3904110609077066e-05,1.6592625448397222e-06
5,syn_flag_number,0.0028139712012557644,0.004616123048190539,0.0018021518469347746
5,rst_flag_number,1.0244909712644486e-05,1.2247507278945912e-05,2.002597566301426e-06
5,psh_flag_number,4.291917986604182e-05,2.135519917478698e-05,2.156398069125484e-05
5,ack_flag_number,0.0033676121212327494,0.004062399191670494,0.0006947870704377447
5,ece_flag_number,0.0,0.0,0.0
5,cwr_flag_number,0.0,0.0,0.0
5,ack_count,0.0025802539733357135,0.0008581267989896802,0.0017221271743460332
5,syn_count,0.00325927790389204,0.0055734965615383825,0.0023142186576463426
5,fin_count,0.008338237504175328,0.008167599343784622,0.00017063816039070666
5,rst_count,0.003511984631325214,0.003713528721230389,0.000201544089905175
5,HTTP,1.0297082075714933e-05,1.0095903715205013e-05,2.011783605099199e-07
