,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5038,0,0,0,0,320,50,0
true_BRUTEFORCE,0,0,0,0,0,0,0,0
true_DDOS,11421,0,276424,757,1227,179,2,0
true_DOS,4,0,95,6,9,0,0,0
true_MIRAI,34,0,60,0,2365,0,4,0
true_RECON,5951,0,1,0,0,2293,20,0
true_SPOOFING,5,0,0,0,0,2,0,0
true_WEB,11,0,0,0,0,2,0,0
