,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,334,0,0,0,0,2,108,3
true_BRUTEFORCE,12,0,0,0,0,3,16,0
true_DDOS,12,0,4345,5063,32,0,2,0
true_DOS,274,0,4056,78161,6468,12,45,0
true_MIRAI,0,0,9,0,626,0,1,0
true_RECON,29,0,0,0,0,4,27,0
true_SPOOFING,2032,0,0,0,0,54,1365,12
true_WEB,46,0,0,0,0,6,33,1
