,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5,0,0,0,0,2,0,0
true_BRUTEFORCE,4,0,0,0,0,4,0,0
true_DDOS,23,0,5918,22,32,9,0,0
true_DOS,141,0,12696,567,1328,6,1,0
true_MIRAI,16,0,81,0,7421,0,8,0
true_RECON,67,0,0,0,0,78,2,0
true_SPOOFING,865,0,0,1,0,287,145,0
true_WEB,33,0,0,0,0,36,3,0
