round,client_id,feature,shap_value,shap_source_round,shap_calculated_this_round
1,1,Header_Length,0.00010116515809120985,1,1
1,1,Protocol Type,1.97683393613593e-05,1,1
1,1,Time_To_Live,0.0187773531434302,1,1
1,1,Rate,5.683117670385346e-05,1,1
1,1,fin_flag_number,4.364868438429259e-06,1,1
1,1,syn_flag_number,0.0014457220663447634,1,1
1,1,rst_flag_number,3.6180292214104628e-06,1,1
1,1,psh_flag_number,2.9432344239931848e-06,1,1
1,1,ack_flag_number,0.004554543130593505,1,1
1,1,ece_flag_number,0.0,1,1
1,1,cwr_flag_number,0.0,1,1
1,1,ack_count,0.0009362967217322926,1,1
1,1,syn_count,0.0006597770154720584,1,1
1,1,fin_count,0.00044851088691126665,1,1
1,1,rst_count,0.0005075451109809315,1,1
1,1,HTTP,7.864885537148258e-06,1,1
1,1,HTTPS,3.2769057167605635e-05,1,1
1,1,DNS,1.3607231137149723e-07,1,1
1,1,Telnet,0.0,1,1
1,1,SMTP,0.0,1,1
1,1,SSH,0.0,1,1
1,1,IRC,0.0,1,1
1,1,TCP,9.131568470348072e-05,1,1
1,1,UDP,0.0010834833387477073,1,1
1,1,DHCP,0.0,1,1
1,1,ARP,4.249851449240216e-07,1,1
1,1,ICMP,5.53393689077104e-05,1,1
1,1,IGMP,0.0,1,1
1,1,IPv,1.8765139594073538e-07,1,1
1,1,LLC,5.322342564087178e-07,1,1
1,1,Tot sum,0.05269253407432519,1,1
1,1,Min,0.0001433709004525916,1,1
1,1,Max,0.002295144279269783,1,1
1,1,AVG,0.0029079300420370236,1,1
1,1,Std,0.006601116891710319,1,1
1,1,Tot size,0.002375166078570149,1,1
1,1,IAT,0.0025452252255988407,1,1
1,1,Number,0.0020096642606667,1,1
1,1,Variance,0.030295120318563316,1,1
1,2,Header_Length,0.003369944278155548,1,1
1,2,Protocol Type,0.0009154903079604948,1,1
1,2,Time_To_Live,0.003950500074387122,1,1
1,2,Rate,0.0018066925016509306,1,1
1,2,fin_flag_number,4.8712349369002814e-05,1,1
1,2,syn_flag_number,0.019798145893945927,1,1
1,2,rst_flag_number,5.2170664449486815e-05,1,1
1,2,psh_flag_number,3.150013104265388e-05,1,1
1,2,ack_flag_number,0.006165549220874738,1,1
1,2,ece_flag_number,0.0,1,1
1,2,cwr_flag_number,0.0,1,1
1,2,ack_count,0.016874880049535364,1,1
1,2,syn_count,0.014067822546120433,1,1
1,2,fin_count,0.012051329477352652,1,1
1,2,rst_count,0.0076228992145132325,1,1
1,2,HTTP,0.0005317919817454175,1,1
1,2,HTTPS,7.726485450229803e-05,1,1
1,2,DNS,1.19590294178646e-06,1,1
1,2,Telnet,0.0,1,1
1,2,SMTP,0.0,1,1
1,2,SSH,0.0,1,1
1,2,IRC,0.0,1,1
1,2,TCP,0.0043211941622742734,1,1
1,2,UDP,0.014064232612843454,1,1
1,2,DHCP,0.0,1,1
1,2,ARP,2.2794481823690953e-06,1,1
1,2,ICMP,0.0015927592276896929,1,1
1,2,IGMP,0.0,1,1
1,2,IPv,2.696889876872277e-06,1,1
1,2,LLC,4.890744303221381e-06,1,1
1,2,Tot sum,0.025166512879167158,1,1
1,2,Min,0.00013733122138898546,1,1
1,2,Max,0.004243890564969206,1,1
1,2,AVG,0.0023361594598008393,1,1
1,2,Std,0.008943205980835388,1,1
1,2,Tot size,0.002369801499343893,1,1
1,2,IAT,0.0023500604276198798,1,1
1,2,Number,0.001067721577488019,1,1
1,2,Variance,0.056648847795986515,1,1
1,3,Header_Length,0.0043935986592519025,1,1
1,3,Protocol Type,0.00050265721341027,1,1
1,3,Time_To_Live,0.009100477439325154,1,1
1,3,Rate,0.0015930898063422066,1,1
1,3,fin_flag_number,2.325676700783874e-05,1,1
1,3,syn_flag_number,0.01993993939216365,1,1
1,3,rst_flag_number,4.16632441997591e-05,1,1
1,3,psh_flag_number,3.4898679174376546e-05,1,1
1,3,ack_flag_number,0.003838435667697153,1,1
1,3,ece_flag_number,0.0,1,1
1,3,cwr_flag_number,0.0,1,1
1,3,ack_count,0.010059520976646606,1,1
1,3,syn_count,0.011737862231832841,1,1
1,3,fin_count,0.01366294156526,1,1
1,3,rst_count,0.002769885635046272,1,1
1,3,HTTP,0.00027172465689843104,1,1
1,3,HTTPS,0.00017963515443332814,1,1
1,3,DNS,6.996855551250507e-07,1,1
1,3,Telnet,0.0,1,1
1,3,SMTP,0.0,1,1
1,3,SSH,0.0,1,1
1,3,IRC,0.0,1,1
1,3,TCP,0.003172425844837809,1,1
1,3,UDP,0.01055029480008553,1,1
1,3,DHCP,0.0,1,1
1,3,ARP,9.89577995909e-07,1,1
1,3,ICMP,0.0014311195872119004,1,1
1,3,IGMP,0.0,1,1
1,3,IPv,1.6722646690589547e-06,1,1
1,3,LLC,1.1650605383870988e-06,1,1
1,3,Tot sum,0.027931864752875707,1,1
1,3,Min,5.395723003778108e-05,1,1
1,3,Max,0.0050716105924151125,1,1
1,3,AVG,0.002657075996736662,1,1
1,3,Std,0.011009193553886973,1,1
1,3,Tot size,0.0025383401865996546,1,1
1,3,IAT,0.0023870578176390356,1,1
1,3,Number,0.0007716365869452268,1,1
1,3,Variance,0.037307556990301693,1,1
1,4,Header_Length,0.003806663173374787,1,1
1,4,Protocol Type,0.0005519180882263963,1,1
1,4,Time_To_Live,0.006664064365807163,1,1
1,4,Rate,0.001162385998733322,1,1
1,4,fin_flag_number,4.3163350749440485e-05,1,1
1,4,syn_flag_number,0.026825150237835774,1,1
1,4,rst_flag_number,5.443628931985155e-05,1,1
1,4,psh_flag_number,1.9788043831868874e-05,1,1
1,4,ack_flag_number,0.004198196088470496,1,1
1,4,ece_flag_number,0.0,1,1
1,4,cwr_flag_number,0.0,1,1
1,4,ack_count,0.011292738363516826,1,1
1,4,syn_count,0.01821425357369195,1,1
1,4,fin_count,0.018320793774044154,1,1
1,4,rst_count,0.005145091065820999,1,1
1,4,HTTP,0.0003426967039935469,1,1
1,4,HTTPS,0.00019828017536387742,1,1
