round,client_id,num_examples,size_weight,consensus_alignment,shap_stability,shap_quality,validation_f1,utility_score,utility_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
1,1,478837,0.18579326780371536,0.9939870105044317,1.0,0.9957909073531022,0.18938783950556856,0.1885906885428938,0.1825275486402301,0.1848135520546698,0.9083678722381592,0.7608219864672959,0.26208397754675955,0.23051330780886617,0.26208397754675955,0.21937092161406727,1,1
1,2,477793,0.185388185966708,0.996162570837418,1.0,0.9973137995861925,0.20440472767326198,0.20385565560920185,0.197301751121883,0.1889622555132605,1.4019036293029785,0.5385980627715594,0.30848838677164786,0.2550324522831215,0.30848838677164786,0.25839088939539206,1,1
1,3,597080,0.23167266593901967,0.9783505985235288,1.0,0.9848454189664702,0.23788580245478588,0.23428074278475855,0.22674867992959336,0.2301954701361918,1.2535251379013062,0.5787929336575758,0.3198673947332684,0.29617558729969984,0.3198673947332684,0.29805520261609114,1,1
1,4,655763,0.2544422228749403,0.9849508660146346,1.0,0.989465606210244,0.2636543611730928,0.26087692230810894,0.2524897994360768,0.2538564958432812,0.7910417318344116,0.8028864042551893,0.3187615480160107,0.2978652721914737,0.3187615480160107,0.2759303176166668,1,1
1,5,367784,0.1427036574156167,0.9902361047427413,1.0,0.9931652733199188,0.14661573940343098,0.14561366089761052,0.1409322208722169,0.14217222645259675,1.7741596698760986,0.4457676705058349,0.24530612240597158,0.18054689484594244,0.24530612240597158,0.17639131440818975,1,1
2,1,478837,0.18579326780371536,0.9939870105044317,1.0,0.9957909073531022,0.2690815909237155,0.2679490015779429,0.20058905597057192,0.19023200425377232,0.5726929903030396,0.7927574972851057,0.3348371668146841,0.29716295479697635,0.3348371668146841,0.29385066506218754,1,0
2,2,477793,0.185388185966708,0.996162570837418,1.0,0.9973137995861925,0.2526392660379375,0.25196062633696237,0.18862001306611964,0.1863577340965315,0.9141831994056702,0.5970246716171755,0.3632098102536871,0.31183111130061814,0.3632098102536871,0.309947958205443,1,0
2,3,597080,0.23167266593901967,0.9783505985235288,1.0,0.9848454189664702,0.2674253628380396,0.26337264350648937,0.19716315275790725,0.22131981198468595,0.8829712271690369,0.7257002364826389,0.3582877575069289,0.3334944722526281,0.3582877575069289,0.3380069652492126,1,0
2,4,655763,0.2544422228749403,0.9849508660146346,1.0,0.989465606210244,0.3279153080982566,0.3244609191130604,0.24289439065254734,0.2509778732082224,0.6290116310119629,0.7673797280729042,0.38208209055134923,0.3340711473579662,0.38208209055134923,0.3199734588501253,1,0
2,5,367784,0.1427036574156167,0.9902361047427413,1.0,0.9931652733199188,0.22963698713960526,0.22806748109686872,0.17073338755285378,0.1511125764567878,1.0826160907745361,0.5688059425538625,0.3220536220047162,0.3190127091332376,0.3220536220047162,0.27954202403236206,1,0
3,1,478837,0.18579326780371536,0.9939870105044317,1.0,0.9957909073531022,0.30986502525182613,0.30856077465250786,0.2018559970121389,0.19061208656624243,0.45450857281684875,0.8465875866677804,0.3830146108975941,0.33068961494434573,0.3830146108975941,0.34224849699996046,1,0
3,2,477793,0.185388185966708,0.996162570837418,1.0,0.9973137995861925,0.28714848965228407,0.2863771512605559,0.18734379136264523,0.18597486758548917,0.8127239346504211,0.5669114015186397,0.4130279249323775,0.33148270723066875,0.4130279249323775,0.3340432955969888,1,0
3,3,597080,0.23167266593901967,0.9783505985235288,1.0,0.9848454189664702,0.2954137604793112,0.29093688870770773,0.19032670566711235,0.21926887785744748,0.6398321986198425,0.7649375967200595,0.37466709134121073,0.37037707157132854,0.37466709134121073,0.357780871966312,1,0
3,4,655763,0.2544422228749403,0.9849508660146346,1.0,0.989465606210244,0.3397404864869466,0.33616152641596986,0.21991200971100672,0.24408315892576019,0.5470490455627441,0.7439566673376398,0.40158468852928825,0.34866560377360434,0.40158468852928825,0.33300337675168934,1,0
3,5,367784,0.1427036574156167,0.9902361047427413,1.0,0.9931652733199188,0.3086918011595686,0.30658197707026097,0.2005614962470968,0.1600610090650607,0.9109233021736145,0.5980401753183899,0.3902800263783926,0.3559942843159154,0.3902800263783926,0.35170366976167877,1,0
4,1,478837,0.18579326780371536,0.9939870105044317,1.0,0.9957909073531022,0.3229386339460699,0.32157935531652826,0.20388648329267223,0.19122123245040243,0.3989027440547943,0.8503800852059142,0.40127299892698326,0.3393390715044281,0.40127299892698326,0.3508895478738666,1,0
4,2,477793,0.185388185966708,0.996162570837418,1.0,0.9973137995861925,0.30039024814725196,0.2995833397383751,0.18994065565001703,0.18675392687170073,0.7428629398345947,0.5812857370091001,0.4195151831274455,0.35311366275555783,0.4195151831274455,0.3495752230041639,1,0
4,3,597080,0.23167266593901967,0.9783505985235288,1.0,0.9848454189664702,0.3102721176156904,0.3055700736668385,0.19373634124644434,0.22029176853124707,0.5637046098709106,0.7749730356197788,0.39322973021966223,0.3819705314011307,0.39322973021966223,0.37762741595669735,1,0
4,4,655763,0.2544422228749403,0.9849508660146346,1.0,0.989465606210244,0.3419887370117788,0.3383860929844354,0.2145422252800869,0.24247222359648424,0.514213502407074,0.7358012943680958,0.4091928937309585,0.34308092801292916,0.4091928937309585,0.33506757800640863,1,0
4,5,367784,0.1427036574156167,0.9902361047427413,1.0,0.9931652733199188,0.31427618506614213,0.3121281932391564,0.1978942945307795,0.15926084855016553,0.8076993227005005,0.6226195525683275,0.4112954677735406,0.35834871984584926,0.4112954677735406,0.3640511080070085,1,0
5,1,478837,0.18579326780371536,0.9748674374517761,0.9360443556223595,0.963220512902951,0.32963750657211754,0.31751360815244495,0.1959039443225889,0.18882647075937742,0.3703102469444275,0.8846712889482917,0.406917563454899,0.34960701651680787,0.406917563454899,0.36554787641305714,5,1
5,2,477793,0.185388185966708,0.9733214284833743,0.9415872392526371,0.9638011717141531,0.3305529233814396,0.3185872948685702,0.19656640242597423,0.18874165090448786,0.6864911913871765,0.665254627497928,0.4417878990958784,0.3746241855085455,0.4417878990958784,0.3885074065403717,5,1
5,3,597080,0.23167266593901967,0.9988985073400773,0.9796693664567913,0.9931297650750914,0.3126277502308735,0.3104799241427418,0.19156420452800976,0.2196401275157167,0.5157994031906128,0.7838964031861514,0.4118336263687671,0.3894126215203135,0.4118336263687671,0.39213595426894776,5,1
5,4,655763,0.2544422228749403,0.999598280757166,0.9729222636494573,0.9915954756248533,0.3553614485218876,0.35237480456579795,0.21741308820123922,0.24333348247282993,0.5030270218849182,0.747165138677939,0.41775829450719815,0.3829219114895151,0.41775829450719815,0.36563484460131723,5,1
5,5,367784,0.1427036574156167,0.9974289811145555,0.9580860498011842,0.985626101720544,0.3264991248810123,0.3218060596716412,0.1985523605221878,0.15945826834758803,0.7627862095832825,0.630384895646405,0.41788525034947194,0.36795633526801563,0.41788525034947194,0.3732445438980559,5,1
6,1,478837,0.18579326780371536,0.9748674374517761,1.0,0.9824072062162432,0.34258191372445745,0.33655494076225834,0.20285434521930693,0.19091159102839284,0.35486531257629395,0.8749227299306658,0.410808819333137,0.3544060352795157,0.410808819333137,0.36820769348640103,5,0
6,2,477793,0.185388185966708,0.9733214284833743,1.0,0.981324999938362,0.3174829251291246,0.3115539314827692,0.18778529481188735,0.1861073186202618,0.6681331992149353,0.6753426148398061,0.44330248602003364,0.3739514433412667,0.44330248602003364,0.38900321040320796,5,0
6,3,597080,0.23167266593901967,0.9988985073400773,1.0,0.999228955138054,0.31654969152068485,0.31630561750748726,0.19064931503708085,0.21936566066843802,0.5011163353919983,0.7810291349290887,0.41490601753551914,0.3931287694887839,0.41490601753551914,0.39002364667177,5,0
6,4,655763,0.2544422228749403,0.999598280757166,1.0,0.999718796530016,0.3654640989561606,0.3653613291833796,0.22021704103373982,0.2441746683225801,0.4939543306827545,0.746561262893358,0.42190786538164093,0.40254909257177957,0.42190786538164093,0.37243197520022236,5,0
6,5,367784,0.1427036574156167,0.9974289811145555,1.0,0.9982002867801887,0.32991446501950294,0.3293207135954004,0.1984940038979851,0.1594407613603272,0.7340059876441956,0.6193350517145747,0.42781435735592704,0.3699784617158716,0.42781435735592704,0.36620604623337055,5,0
