round,class_name,available_clients,mean_cosine_similarity,minimum_cosine_similarity,maximum_cosine_similarity,best_aligned_client,worst_aligned_client,mean_absolute_difference,mean_top5_jaccard
10,BENIGN,5,0.9605933843504569,0.8827732648613296,0.9900232808960466,3,5,0.016321786334087617,0.8666666666666666
10,DDOS,5,0.7755832168536004,0.700462614459141,0.9543618658548323,1,2,0.0451102023062738,0.4523809523809524
10,DOS,5,0.921954499756251,0.8024105170413881,0.9828000245507966,5,4,0.023594470380834492,0.7333333333333332
10,MIRAI,5,0.9994208560341266,0.9990717468224067,0.9996895641283999,2,3,0.0021579060785261368,0.7333333333333333
10,RECON,5,0.9286385770024903,0.7830501910040174,0.9941594227235038,2,4,0.021023253933125145,0.7523809523809524
10,SPOOFING,5,0.9655006952738614,0.944010805516031,0.989100597491773,3,4,0.01700870343124296,0.9333333333333332
10,WEB,5,0.9053522834249346,0.7688502518537711,0.9967462047700248,2,5,0.023739603380423503,0.7999999999999999
