,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1397,0,0,0,17,20,0
true_DDOS,208,117805,2675,527,71,5,1
true_DOS,12,1580,262,170,1,1,0
true_MIRAI,2,18,1,1096,0,1,0
true_RECON,2399,0,0,0,494,49,7
true_SPOOFING,16,0,0,0,0,4,0
true_WEB,22,0,0,0,0,2,0
