,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,5260,6796,0,0,1196,0,0
true_DDOS,4,110110,0,0,1,0,0
true_DOS,0,701,0,0,0,0,0
true_MIRAI,0,6,0,0,0,0,0
true_RECON,12,10,0,0,7,0,0
true_SPOOFING,1516,2574,0,0,670,0,0
true_WEB,0,0,0,0,0,0,0
