client_id,available_classes,mean_cosine_similarity,minimum_cosine_similarity,mean_pearson_correlation,mean_spearman_rank_correlation,mean_absolute_difference,mean_top5_jaccard,top1_match_rate
1,6,0.8820205506624234,0.7705953609702492,0.8541942896748056,0.9793522267206479,0.02976836443120182,0.7242063492063492,0.16666666666666666
2,3,0.7056516139356427,0.6096159462952527,0.6403843792565556,0.9289473684210527,0.048700893855850365,0.6388888888888888,0.0
3,6,0.8653335989346319,0.6745238243071818,0.8451314305667935,0.973582995951417,0.02977293866348915,0.7936507936507936,0.16666666666666666
4,3,0.7839300270474611,0.7039990500482944,0.737545384606368,0.9281376518218624,0.042270385268979,0.4484126984126984,0.0
5,3,0.8961392905974633,0.8193913824285168,0.8845918896817998,0.9763832658569501,0.029567218786974863,0.8888888888888888,0.3333333333333333
