client_id,available_classes,mean_cosine_similarity,minimum_cosine_similarity,mean_pearson_correlation,mean_spearman_rank_correlation,mean_absolute_difference,mean_top5_jaccard,top1_match_rate
1,6,0.8805969399876942,0.760946759193053,0.8524865630391446,0.9800269905533064,0.03027314440386786,0.7242063492063492,0.3333333333333333
2,3,0.6920423708232963,0.59799964156229,0.625264694730787,0.9275303643724696,0.04951857937933727,0.6388888888888888,0.0
3,6,0.8635017592293724,0.6676319937993135,0.8431957422092603,0.9746288798920378,0.030026704794515326,0.7380952380952381,0.5
4,3,0.7990205946398813,0.6954130495589947,0.7545230087721985,0.9295546558704454,0.04198561281960384,0.4484126984126984,0.0
5,3,0.8805294245372987,0.7650062231555022,0.8682528549472758,0.9781376518218624,0.03093746325700933,0.8888888888888888,0.3333333333333333
