round,client_id,class_name,available,feature_name,server_normalized_mean_abs_shap,client_normalized_mean_abs_shap,client_minus_server,absolute_difference,server_rank,client_rank
10,1,BENIGN,1,Header_Length,0.0017468098354167221,0.0007752557665524681,-0.000971554068864254,0.000971554068864254,18,18
10,1,BENIGN,1,Protocol Type,7.17224333034101e-05,5.360764341139028e-05,-1.8114789892019817e-05,1.8114789892019817e-05,24,24
10,1,BENIGN,1,Time_To_Live,0.16894377952631665,0.16879738936585267,-0.00014639016046397169,0.00014639016046397169,6,4
10,1,BENIGN,1,Rate,0.00040640618118276074,0.00028006847159591723,-0.00012633770958684351,0.00012633770958684351,19,19
10,1,BENIGN,1,fin_flag_number,9.172865077303722e-05,7.403287117251355e-05,-1.7695779600523676e-05,1.7695779600523676e-05,23,23
10,1,BENIGN,1,syn_flag_number,0.00632812188148711,0.0030112392681091596,-0.00331688261337795,0.00331688261337795,16,16
10,1,BENIGN,1,rst_flag_number,4.0518404816111216e-05,1.5420083295266343e-05,-2.5098321520844873e-05,2.5098321520844873e-05,26,27
10,1,BENIGN,1,psh_flag_number,5.445444259281796e-05,4.607205687086938e-05,-8.382385721948585e-06,8.382385721948585e-06,25,25
10,1,BENIGN,1,ack_flag_number,0.026069304137865196,0.03129658620683805,0.0052272820689728515,0.0052272820689728515,10,10
10,1,BENIGN,1,ece_flag_number,0.0,0.0,0.0,0.0,34,34
10,1,BENIGN,1,cwr_flag_number,0.0,0.0,0.0,0.0,35,35
10,1,BENIGN,1,ack_count,0.0025176444855165886,0.0018170611324063194,-0.0007005833531102692,0.0007005833531102692,17,17
10,1,BENIGN,1,syn_count,0.017852042286115487,0.007968011049350566,-0.009884031236764922,0.009884031236764922,12,12
10,1,BENIGN,1,fin_count,0.009342788505862497,0.0062453903252733135,-0.0030973981805891837,0.0030973981805891837,14,13
10,1,BENIGN,1,rst_count,0.006923252580107061,0.0036435896211616087,-0.003279662958945452,0.003279662958945452,15,15
10,1,BENIGN,1,HTTP,2.7112794522786075e-05,2.1504362780888832e-05,-5.608431741897243e-06,5.608431741897243e-06,27,26
10,1,BENIGN,1,HTTPS,0.00016573905516353848,0.00013082383821170858,-3.49152169518299e-05,3.49152169518299e-05,22,22
10,1,BENIGN,1,DNS,5.673749071331273e-06,2.5826193962967047e-06,-3.0911296750345684e-06,3.0911296750345684e-06,29,30
10,1,BENIGN,1,Telnet,0.0,0.0,0.0,0.0,36,36
10,1,BENIGN,1,SMTP,0.0,0.0,0.0,0.0,37,37
10,1,BENIGN,1,SSH,3.238546489582772e-08,1.0068857990942456e-06,9.74500334198418e-07,9.74500334198418e-07,33,32
10,1,BENIGN,1,IRC,0.0,0.0,0.0,0.0,38,38
10,1,BENIGN,1,TCP,0.00029743497546572286,0.0001420035969528873,-0.00015543137851283556,0.00015543137851283556,20,21
10,1,BENIGN,1,UDP,0.013207561853596412,0.0050080429095874,-0.008199518944009013,0.008199518944009013,13,14
10,1,BENIGN,1,DHCP,3.54348922933387e-08,7.311950728513892e-09,-2.8122941564824807e-08,2.8122941564824807e-08,32,33
10,1,BENIGN,1,ARP,2.6380250640653124e-06,4.5413953728378104e-06,1.903370308772498e-06,1.903370308772498e-06,30,29
10,1,BENIGN,1,ICMP,0.00019198051914380066,0.00016565165840839674,-2.6328860735403927e-05,2.6328860735403927e-05,21,20
10,1,BENIGN,1,IGMP,0.0,0.0,0.0,0.0,39,39
10,1,BENIGN,1,IPv,1.3163913367800506e-05,2.363638420430539e-06,-1.0800274947369968e-05,1.0800274947369968e-05,28,31
10,1,BENIGN,1,LLC,1.691403073642646e-06,4.8090179024115944e-06,3.1176148287689484e-06,3.1176148287689484e-06,31,28
10,1,BENIGN,1,Tot sum,0.6960507232275761,0.45575740126136116,-0.24029332196621495,0.24029332196621495,1,2
10,1,BENIGN,1,Min,0.02369651608304205,0.012762557970903803,-0.010933958112138247,0.010933958112138247,11,11
10,1,BENIGN,1,Max,0.07821527647440979,0.03153803074301692,-0.04667724573139287,0.04667724573139287,8,9
10,1,BENIGN,1,AVG,0.3605173978922664,0.1424028743579309,-0.2181145235343355,0.2181145235343355,3,6
10,1,BENIGN,1,Std,0.3216116683836772,0.1830676653553919,-0.13854400302828532,0.13854400302828532,4,3
10,1,BENIGN,1,Tot size,0.22043614008514728,0.16496439936574256,-0.05547174071940472,0.05547174071940472,5,5
10,1,BENIGN,1,IAT,0.12723227105146323,0.04851690705121675,-0.07871536400024648,0.07871536400024648,7,7
10,1,BENIGN,1,Number,0.060750575112817076,0.04624208061574891,-0.014508494497068168,0.014508494497068168,9,8
10,1,BENIGN,1,Variance,0.4207812571004994,0.8221945200878259,0.4014132629873265,0.4014132629873265,2,1
10,2,BENIGN,1,Header_Length,0.0017468098354167221,8.260472700325942e-05,-0.0016642051084134627,0.0016642051084134627,18,18
10,2,BENIGN,1,Protocol Type,7.17224333034101e-05,2.781985179963588e-05,-4.390258150377421e-05,4.390258150377421e-05,24,23
10,2,BENIGN,1,Time_To_Live,0.16894377952631665,0.0058497791963335625,-0.16309400032998309,0.16309400032998309,6,10
10,2,BENIGN,1,Rate,0.00040640618118276074,7.416898028994766e-05,-0.0003322372008928131,0.0003322372008928131,19,19
10,2,BENIGN,1,fin_flag_number,9.172865077303722e-05,1.2789967862885207e-05,-7.893868291015202e-05,7.893868291015202e-05,23,24
10,2,BENIGN,1,syn_flag_number,0.00632812188148711,0.003035063833985619,-0.0032930580475014908,0.0032930580475014908,16,13
10,2,BENIGN,1,rst_flag_number,4.0518404816111216e-05,2.33709318273033e-06,-3.8181311633380884e-05,3.8181311633380884e-05,26,31
10,2,BENIGN,1,psh_flag_number,5.445444259281796e-05,4.2402326960557145e-05,-1.2052115632260819e-05,1.2052115632260819e-05,25,21
10,2,BENIGN,1,ack_flag_number,0.026069304137865196,0.009499267198650579,-0.01657003693921462,0.01657003693921462,10,9
10,2,BENIGN,1,ece_flag_number,0.0,0.0,0.0,0.0,34,34
10,2,BENIGN,1,cwr_flag_number,0.0,0.0,0.0,0.0,35,35
10,2,BENIGN,1,ack_count,0.0025176444855165886,0.0007912774895999713,-0.0017263669959166174,0.0017263669959166174,17,16
10,2,BENIGN,1,syn_count,0.017852042286115487,0.005379519709904921,-0.012472522576210567,0.012472522576210567,12,11
10,2,BENIGN,1,fin_count,0.009342788505862497,0.0010359124120943607,-0.008306876093768137,0.008306876093768137,14,14
10,2,BENIGN,1,rst_count,0.006923252580107061,0.0008748247691920184,-0.006048427810915042,0.006048427810915042,15,15
10,2,BENIGN,1,HTTP,2.7112794522786075e-05,8.072929227283258e-06,-1.9039865295502817e-05,1.9039865295502817e-05,27,26
10,2,BENIGN,1,HTTPS,0.00016573905516353848,3.360418575757988e-05,-0.0001321348694059586,0.0001321348694059586,22,22
10,2,BENIGN,1,DNS,5.673749071331273e-06,2.2780736268021043e-06,-3.395675444529169e-06,3.395675444529169e-06,29,32
10,2,BENIGN,1,Telnet,0.0,0.0,0.0,0.0,36,36
10,2,BENIGN,1,SMTP,0.0,0.0,0.0,0.0,37,37
10,2,BENIGN,1,SSH,3.238546489582772e-08,9.628399842646657e-08,6.389853353063885e-08,6.389853353063885e-08,33,33
10,2,BENIGN,1,IRC,0.0,0.0,0.0,0.0,38,38
10,2,BENIGN,1,TCP,0.00029743497546572286,6.284205349444879e-05,-0.00023459292197127406,0.00023459292197127406,20,20
10,2,BENIGN,1,UDP,0.013207561853596412,0.004611679604193257,-0.008595882249403155,0.008595882249403155,13,12
10,2,BENIGN,1,DHCP,3.54348922933387e-08,2.488973558730432e-06,2.4535386664370933e-06,2.4535386664370933e-06,32,30
10,2,BENIGN,1,ARP,2.6380250640653124e-06,7.757313543655229e-06,5.119288479589917e-06,5.119288479589917e-06,30,27
10,2,BENIGN,1,ICMP,0.00019198051914380066,6.908787581881364e-06,-0.0001850717315619193,0.0001850717315619193,21,28
10,2,BENIGN,1,IGMP,0.0,0.0,0.0,0.0,39,39
10,2,BENIGN,1,IPv,1.3163913367800506e-05,9.57428633702043e-06,-3.589627030780077e-06,3.589627030780077e-06,28,25
10,2,BENIGN,1,LLC,1.691403073642646e-06,5.712670053252091e-06,4.021266979609445e-06,4.021266979609445e-06,31,29
10,2,BENIGN,1,Tot sum,0.6960507232275761,0.28076168023500986,-0.41528904299256625,0.41528904299256625,1,4
10,2,BENIGN,1,Min,0.02369651608304205,0.0007077416044108617,-0.022988774478631187,0.022988774478631187,11,17
10,2,BENIGN,1,Max,0.07821527647440979,0.06376309120725557,-0.014452185267154222,0.014452185267154222,8,6
10,2,BENIGN,1,AVG,0.3605173978922664,0.34808850654382595,-0.01242889134844044,0.01242889134844044,3,2
10,2,BENIGN,1,Std,0.3216116683836772,0.31513029472065873,-0.006481373663018486,0.006481373663018486,4,3
10,2,BENIGN,1,Tot size,0.22043614008514728,0.2418386107265275,0.021402470641380206,0.021402470641380206,5,5
10,2,BENIGN,1,IAT,0.12723227105146323,0.01778938452795647,-0.10944288652350675,0.10944288652350675,7,8
10,2,BENIGN,1,Number,0.060750575112817076,0.025850580749835574,-0.0348999943629815,0.0348999943629815,9,7
10,2,BENIGN,1,Variance,0.4207812571004994,0.7981083556611963,0.3773270985606969,0.3773270985606969,2,1
10,3,BENIGN,1,Header_Length,0.0017468098354167221,0.0009932756222421403,-0.0007535342131745819,0.0007535342131745819,18,18
10,3,BENIGN,1,Protocol Type,7.17224333034101e-05,2.4429020648273208e-05,-4.729341265513689e-05,4.729341265513689e-05,24,26
10,3,BENIGN,1,Time_To_Live,0.16894377952631665,0.3496120193458693,0.18066823981955263,0.18066823981955263,6,3
10,3,BENIGN,1,Rate,0.00040640618118276074,0.0005163361848128305,0.00010993000363006971,0.00010993000363006971,19,19
10,3,BENIGN,1,fin_flag_number,9.172865077303722e-05,0.00011908963963186226,2.7360988858825033e-05,2.7360988858825033e-05,23,21
10,3,BENIGN,1,syn_flag_number,0.00632812188148711,0.003773693068191995,-0.002554428813295115,0.002554428813295115,16,16
10,3,BENIGN,1,rst_flag_number,4.0518404816111216e-05,2.968818576787041e-05,-1.0830219048240805e-05,1.0830219048240805e-05,26,25
10,3,BENIGN,1,psh_flag_number,5.445444259281796e-05,6.748674843448074e-05,1.303230584166278e-05,1.303230584166278e-05,25,23
10,3,BENIGN,1,ack_flag_number,0.026069304137865196,0.01917367331671633,-0.0068956308211488675,0.0068956308211488675,10,9
10,3,BENIGN,1,ece_flag_number,0.0,0.0,0.0,0.0,34,33
10,3,BENIGN,1,cwr_flag_number,0.0,0.0,0.0,0.0,35,34
10,3,BENIGN,1,ack_count,0.0025176444855165886,0.0018599428514360467,-0.0006577016340805419,0.0006577016340805419,17,17
10,3,BENIGN,1,syn_count,0.017852042286115487,0.005741336990492584,-0.012110705295622904,0.012110705295622904,12,13
10,3,BENIGN,1,fin_count,0.009342788505862497,0.008740956921085308,-0.0006018315847771891,0.0006018315847771891,14,12
10,3,BENIGN,1,rst_count,0.006923252580107061,0.005277601624902447,-0.0016456509552046136,0.0016456509552046136,15,14
10,3,BENIGN,1,HTTP,2.7112794522786075e-05,9.45417098175674e-07,-2.61673774246104e-05,2.61673774246104e-05,27,31
10,3,BENIGN,1,HTTPS,0.00016573905516353848,0.00019833260246273328,3.259354729919479e-05,3.259354729919479e-05,22,20
10,3,BENIGN,1,DNS,5.673749071331273e-06,1.961246370713227e-06,-3.712502700618046e-06,3.712502700618046e-06,29,30
10,3,BENIGN,1,Telnet,0.0,0.0,0.0,0.0,36,35
10,3,BENIGN,1,SMTP,0.0,0.0,0.0,0.0,37,36
10,3,BENIGN,1,SSH,3.238546489582772e-08,5.726539648486658e-08,2.4879931589038857e-08,2.4879931589038857e-08,33,32
10,3,BENIGN,1,IRC,0.0,0.0,0.0,0.0,38,37
10,3,BENIGN,1,TCP,0.00029743497546572286,8.674691899473521e-05,-0.00021068805647098766,0.00021068805647098766,20,22
10,3,BENIGN,1,UDP,0.013207561853596412,0.005166309167282929,-0.008041252686313484,0.008041252686313484,13,15
10,3,BENIGN,1,DHCP,3.54348922933387e-08,0.0,-3.54348922933387e-08,3.54348922933387e-08,32,38
10,3,BENIGN,1,ARP,2.6380250640653124e-06,7.787281785163488e-06,5.149256721098175e-06,5.149256721098175e-06,30,27
10,3,BENIGN,1,ICMP,0.00019198051914380066,4.976446272602702e-05,-0.00014221605641777363,0.00014221605641777363,21,24
10,3,BENIGN,1,IGMP,0.0,0.0,0.0,0.0,39,39
10,3,BENIGN,1,IPv,1.3163913367800506e-05,4.985667778923307e-06,-8.178245588877199e-06,8.178245588877199e-06,28,29
10,3,BENIGN,1,LLC,1.691403073642646e-06,7.729284808915005e-06,6.037881735272359e-06,6.037881735272359e-06,31,28
10,3,BENIGN,1,Tot sum,0.6960507232275761,0.47898436889202783,-0.21706635433554827,0.21706635433554827,1,2
10,3,BENIGN,1,Min,0.02369651608304205,0.008849507218340357,-0.014847008864701692,0.014847008864701692,11,11
10,3,BENIGN,1,Max,0.07821527647440979,0.018221974050930338,-0.05999330242347945,0.05999330242347945,8,10
10,3,BENIGN,1,AVG,0.3605173978922664,0.08858522691096164,-0.27193217098130473,0.27193217098130473,3,7
10,3,BENIGN,1,Std,0.3216116683836772,0.13277724644302177,-0.18883442194065544,0.18883442194065544,4,5
10,3,BENIGN,1,Tot size,0.22043614008514728,0.23052575077795684,0.010089610692809559,0.010089610692809559,5,4
10,3,BENIGN,1,IAT,0.12723227105146323,0.11735135802268767,-0.009880913028775556,0.009880913028775556,7,6
10,3,BENIGN,1,Number,0.060750575112817076,0.06123164300801779,0.00048106789520071386,0.00048106789520071386,9,8
10,3,BENIGN,1,Variance,0.4207812571004994,0.7424584672277242,0.32167721012722483,0.32167721012722483,2,1
10,4,BENIGN,1,Header_Length,0.0017468098354167221,0.004056087536421763,0.0023092777010050407,0.0023092777010050407,18,16
10,4,BENIGN,1,Protocol Type,7.17224333034101e-05,1.9973740549567246e-05,-5.174869275384285e-05,5.174869275384285e-05,24,26
10,4,BENIGN,1,Time_To_Live,0.16894377952631665,0.624865028738871,0.4559212492125543,0.4559212492125543,6,1
10,4,BENIGN,1,Rate,0.00040640618118276074,0.001367109281483943,0.0009607031003011822,0.0009607031003011822,19,18
10,4,BENIGN,1,fin_flag_number,9.172865077303722e-05,8.461202179483027e-05,-7.116628978206952e-06,7.116628978206952e-06,23,23
10,4,BENIGN,1,syn_flag_number,0.00632812188148711,0.002704387487913668,-0.0036237343935734416,0.0036237343935734416,16,17
10,4,BENIGN,1,rst_flag_number,4.0518404816111216e-05,4.4312820520245185e-05,3.794415704133969e-06,3.794415704133969e-06,26,24
10,4,BENIGN,1,psh_flag_number,5.445444259281796e-05,3.5031267190858255e-05,-1.9423175401959708e-05,1.9423175401959708e-05,25,25
10,4,BENIGN,1,ack_flag_number,0.026069304137865196,0.005731615185525343,-0.020337688952339852,0.020337688952339852,10,14
10,4,BENIGN,1,ece_flag_number,0.0,0.0,0.0,0.0,34,33
10,4,BENIGN,1,cwr_flag_number,0.0,0.0,0.0,0.0,35,34
10,4,BENIGN,1,ack_count,0.0025176444855165886,0.00020302164194212598,-0.0023146228435744626,0.0023146228435744626,17,22
10,4,BENIGN,1,syn_count,0.017852042286115487,0.009649231483109732,-0.008202810803005755,0.008202810803005755,12,10
10,4,BENIGN,1,fin_count,0.009342788505862497,0.008093506770779486,-0.0012492817350830115,0.0012492817350830115,14,12
10,4,BENIGN,1,rst_count,0.006923252580107061,0.005826145462518163,-0.0010971071175888978,0.0010971071175888978,15,13
