,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3563,0,0,0,23,45,0
true_DDOS,52,48043,1004,131,25,0,1
true_DOS,213,57995,12651,2279,29,5,1
true_MIRAI,1,12,0,861,0,0,0
true_RECON,122,0,0,0,27,3,0
true_SPOOFING,1332,0,0,0,36,304,3
true_WEB,95,0,0,0,1,4,2
