,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4139,0,0,0,21,38,0
true_DDOS,4748,121022,3097,477,23,2,0
true_DOS,1185,22929,3976,2667,5,4,0
true_MIRAI,71,232,0,9695,0,10,0
true_RECON,2419,0,0,0,164,42,0
true_SPOOFING,1563,0,0,3,17,283,0
true_WEB,137,0,0,0,0,8,0
