round,client_id,num_test_examples,loss,accuracy,balanced_accuracy,precision,recall,f1
1,1,119710,1.7545483112335205,0.4114693843455016,0.2616840746906084,0.15307223250839813,0.2616840746906084,0.156464824968817
1,2,119449,2.426170825958252,0.35215866185568734,0.27268985837057974,0.16637383223960994,0.27268985837057974,0.1741445401268073
1,3,149271,1.857333779335022,0.5174280335765152,0.2719951107426113,0.2130906251969506,0.2719951107426113,0.2295202303079779
1,4,163941,1.2467443943023682,0.7226563214815086,0.25836211051303176,0.17071974585553254,0.25836211051303176,0.1864578938371671
1,5,91947,1.984729528427124,0.31709571818547644,0.2529342590069797,0.14285569627243347,0.2529342590069797,0.139465282223262
2,1,119710,0.6765841841697693,0.7614902681480243,0.3478934587128285,0.2827554296392726,0.3478934587128285,0.2743062634768484
2,2,119449,1.411872148513794,0.5214191830823196,0.3667095387569451,0.26071701737365904,0.3667095387569451,0.274721347922856
2,3,149271,1.040644884109497,0.6546884525460405,0.3668495683685099,0.3234835504512167,0.3668495683685099,0.330820960176904
2,4,163941,0.7101693749427795,0.8025265186866006,0.34339536027338324,0.26258724574124215,0.34339536027338324,0.27861458631671754
2,5,91947,1.2109678983688354,0.37843540300390444,0.34810020209696674,0.23396253688314986,0.34810020209696674,0.22800192197510918
3,1,119710,0.5390740633010864,0.7832010692506892,0.388925869177344,0.3218567676736837,0.388925869177344,0.309389654692319
3,2,119449,1.1966580152511597,0.5101172885499251,0.41315623064255436,0.28764304797112944,0.41315623064255436,0.2987064476729472
3,3,149271,0.7265076041221619,0.7479483623744733,0.41984239189608735,0.37154143885397445,0.41984239189608735,0.37321099320280937
3,4,163941,0.6060047149658203,0.7624877242422579,0.3860237822695011,0.2979714861411164,0.3860237822695011,0.313739406126087
3,5,91947,1.016282081604004,0.5014410475600074,0.38701521285499146,0.2823142256227159,0.38701521285499146,0.2758046572594456
4,1,119710,0.48749393224716187,0.804519254865926,0.4060033633562086,0.33737642002725704,0.4060033633562086,0.32667432979541794
4,2,119449,1.0507856607437134,0.5148054818374369,0.42970244885646985,0.3018103218600058,0.42970244885646985,0.3135711433960975
4,3,149271,0.604264497756958,0.7589216927601476,0.4347579813132792,0.3857604783646499,0.4347579813132792,0.3902372063406314
4,4,163941,0.5506935119628906,0.7699965231394221,0.40321111345895866,0.3241190895761116,0.40321111345895866,0.33232740257871857
4,5,91947,0.93491530418396,0.5123495056934974,0.40500752875231105,0.30484081393889695,0.40500752875231105,0.288672118659023
5,1,119710,0.4562981426715851,0.8099072759167989,0.4131774658421861,0.32605283069657026,0.4131774658421861,0.33098934171088384
5,2,119449,0.9866137504577637,0.5264589908663949,0.43551116309437254,0.3124504286136004,0.43551116309437254,0.3200672162303785
5,3,149271,0.5513157844543457,0.7642207796557938,0.44273245433530617,0.3863074954301815,0.44273245433530617,0.3944908272325233
5,4,163941,0.5290222764015198,0.7802563117218999,0.4106211124080942,0.3209474025888208,0.4106211124080942,0.33643137213536356
5,5,91947,0.8712387681007385,0.5222356357466802,0.4125890685529877,0.29069887282641266,0.4125890685529877,0.2901389308313977
6,1,119710,0.43819576501846313,0.8207835602706541,0.41803096999138933,0.32761314554222676,0.41803096999138933,0.33133554887556815
6,2,119449,0.9548619985580444,0.5120846553759345,0.44548713738530965,0.36214085872615887,0.44548713738530965,0.3271467688185265
6,3,149271,0.5316712260246277,0.7884585753428328,0.4505609592849422,0.3982896373002184,0.4505609592849422,0.40055606702940855
6,4,163941,0.5221176743507385,0.743566282992052,0.4193965823839368,0.3554074534369737,0.4193965823839368,0.3420420143204462
6,5,91947,0.8337400555610657,0.5868924489107855,0.42248732332268074,0.32907933788888794,0.42248732332268074,0.30533847127431113
7,1,119710,0.4225434362888336,0.8278255784813299,0.41985315041057614,0.3387210057913633,0.41985315041057614,0.3444719946276699
7,2,119449,0.9358372688293457,0.5396529062612496,0.44792314202866085,0.3540495789440901,0.44792314202866085,0.3411827161786258
7,3,149271,0.524662435054779,0.7588881966356492,0.45123342330382243,0.39674502043719845,0.45123342330382243,0.40337883497196314
7,4,163941,0.5114660263061523,0.7836599752349931,0.422605950348771,0.37359227448573695,0.422605950348771,0.3572485369038799
7,5,91947,0.8239478468894958,0.5351343708875765,0.4254632141670802,0.33237414452041153,0.4254632141670802,0.30364399143684917
8,1,119710,0.4151773750782013,0.8267396207501462,0.4324362141897624,0.3568274785595112,0.4324362141897624,0.3446764723390603
8,2,119449,0.9189021587371826,0.5221726427178126,0.45465013102181107,0.35682156015523914,0.45465013102181107,0.3405628437194149
8,3,149271,0.5174005031585693,0.7851022636680935,0.44942371132331116,0.3990684277832886,0.44942371132331116,0.40188672345385906
