Round,client_1,client_2,client_3,client_4,client_5
1,0.2295631108512238,0.3517568167167578,0.4467579101098003,0.12194630995297089,0.5586914200572068
2,0.4470637373652995,0.3993587221324582,0.6299013204172277,0.7141837612311747,0.5269992495676857
3,0.41544566034583574,0.3594002461301476,0.5757849816776199,0.5834233047254805,0.5545912319053368
4,0.42981371648149697,0.3677134174417534,0.5920172036095424,0.5912553906588346,0.5702959313517569
5,0.8021301478573218,0.48392200855595274,0.6134011294893181,0.6091581727572725,0.583879843823072
6,0.4579066076351182,0.3746954767306549,0.58747512912756,0.5940307793657474,0.5878277703459601
7,0.7862083368139671,0.4939262781605539,0.6157659558789048,0.5795316607804027,0.5802255647275061
8,0.6875616072174422,0.46334418873326694,0.605824306127781,0.5763902867495013,0.5692083482876005
9,0.7657923314677136,0.4859479777980561,0.5982206858666452,0.5847408518918391,0.5742764853665698
10,0.8122713223623758,0.4964294385051361,0.6210047497504538,0.6096217541676578,0.592036716804246
