Round,client_1,client_2,client_3,client_4,client_5
1,0.1779236289601497,0.18952456322853325,0.1907422668542369,0.18513818646695585,0.18323228404891473
2,0.2620561588594907,0.27527525976314837,0.271437878419652,0.2579701688020901,0.25656690055389064
3,0.2625172976920292,0.27921836045034226,0.293683108426117,0.2639113498684393,0.2620685659804545
4,0.287157604980577,0.30644815357370647,0.3103094533711105,0.28816617310656994,0.28647910847249697
5,0.3374782419677448,0.3552861819372768,0.3733834482949719,0.33648969621671804,0.33458792649078806
6,0.3043626417790867,0.32386129614054915,0.32004922580518824,0.3065446853248385,0.30211121149312936
7,0.32939663629768584,0.3528613264420194,0.3628954020085585,0.33235080775292525,0.3297401625866564
8,0.3178013877914141,0.33763374733488016,0.3378487934287867,0.3176802385760856,0.3106952338043172
9,0.3228925404967707,0.34099304477919773,0.3519609343791117,0.321620792912055,0.3208500528043102
10,0.33946739635575457,0.36382049986861015,0.3632952695203946,0.3431189203177084,0.33963504963096647
