round,client_id,num_examples,size_weight,shap_weight,performance_weight,final_weight,local_loss,local_accuracy,local_balanced_accuracy,local_precision,local_recall,local_f1,shap_source_round,shap_calculated
1,1,478837,0.18579326780371536,0.19620921160760943,0.2,0.18735565937429946,0.6406870484352112,0.8029237323531868,0.24565775998741893,0.25158534145155276,0.24565775998741893,0.23383842255691745,1,1
1,2,477793,0.185388185966708,0.2034932583881042,0.2,0.18810394682991743,0.978178083896637,0.5980292844644995,0.28766638412389695,0.25396469665432186,0.28766638412389695,0.22637380018304312,1,1
1,3,597080,0.23167266593901967,0.19962149047880354,0.2,0.22686498961998725,0.6804775595664978,0.7358964567799505,0.28080500607266273,0.2768041365436463,0.28080500607266273,0.2551984134070484,1,1
1,4,655763,0.2544422228749403,0.20390657815070884,0.2,0.24686187616630556,0.779534637928009,0.6667703625084634,0.2804940318338083,0.2579792486590291,0.2804940318338083,0.22488002510368554,1,1
1,5,367784,0.1427036574156167,0.19676946137477402,0.2,0.15081352800949027,1.1649925708770752,0.5142201485638466,0.23517497247507954,0.26719553962046305,0.23517497247507954,0.19861839494095257,1,1
2,1,478837,0.18579326780371536,0.19620921160760943,0.2,0.18735565937429946,0.5690650343894958,0.7974271155291955,0.2831541137628718,0.2521973689962521,0.2831541137628718,0.23952735765977576,1,0
2,2,477793,0.185388185966708,0.2034932583881042,0.2,0.18810394682991743,0.9041374921798706,0.6292978593374579,0.29824469867786163,0.2646760537084775,0.29824469867786163,0.2557669610387791,1,0
2,3,597080,0.23167266593901967,0.19962149047880354,0.2,0.22686498961998725,0.625274121761322,0.7508826228805328,0.2910638254229004,0.2715674014640484,0.2910638254229004,0.26292868869831315,1,0
2,4,655763,0.2544422228749403,0.20390657815070884,0.2,0.24686187616630556,0.6924694180488586,0.691687863316681,0.2982749993204215,0.29687802886313097,0.2982749993204215,0.25319724760513185,1,0
2,5,367784,0.1427036574156167,0.19676946137477402,0.2,0.15081352800949027,1.0673036575317383,0.5305230186955529,0.27692690683665766,0.2812414742905779,0.27692690683665766,0.23885814574552977,1,0
3,1,478837,0.18579326780371536,0.19620921160760943,0.2,0.18735565937429946,0.5149111747741699,0.8295296967671874,0.29510367732073023,0.28626051613730863,0.29510367732073023,0.26404670795211044,1,0
3,2,477793,0.185388185966708,0.2034932583881042,0.2,0.18810394682991743,0.8574591875076294,0.6315666100176645,0.31433190606528827,0.28814586546196375,0.31433190606528827,0.2683795701382467,1,0
3,3,597080,0.23167266593901967,0.19962149047880354,0.2,0.22686498961998725,0.6061465740203857,0.7537766880371941,0.29997687716566307,0.2802305630579723,0.29997687716566307,0.27101867116706363,1,0
3,4,655763,0.2544422228749403,0.20390657815070884,0.2,0.24686187616630556,0.6528282165527344,0.7053086171244534,0.3140368527206356,0.28376124648164086,0.3140368527206356,0.2631567576113656,1,0
3,5,367784,0.1427036574156167,0.19676946137477402,0.2,0.15081352800949027,1.033196210861206,0.5299574755021915,0.2857376261310713,0.26515931090673317,0.2857376261310713,0.2311787986837614,1,0
4,1,478837,0.18579326780371536,0.19620921160760943,0.2,0.18735565937429946,0.48560675978660583,0.8261632278005179,0.2977130710757565,0.28042863333369544,0.2977130710757565,0.2607319252239275,1,0
4,2,477793,0.185388185966708,0.2034932583881042,0.2,0.18810394682991743,0.8049824833869934,0.637435223400782,0.3300458588079441,0.2857962925175028,0.3300458588079441,0.27441703652877003,1,0
4,3,597080,0.23167266593901967,0.19962149047880354,0.2,0.22686498961998725,0.5883429646492004,0.7536561019889999,0.311840869540449,0.2855536655249542,0.311840869540449,0.27950192181091604,1,0
4,4,655763,0.2544422228749403,0.20390657815070884,0.2,0.24686187616630556,0.6188740730285645,0.718343794413844,0.32008218208780137,0.2987885146513228,0.32008218208780137,0.2745861858667771,1,0
4,5,367784,0.1427036574156167,0.19676946137477402,0.2,0.15081352800949027,0.9936652779579163,0.5395608339586936,0.3010258373957372,0.25745583642571496,0.3010258373957372,0.24131369476387213,1,0
5,1,478837,0.18579326780371536,0.19600374370080428,0.2,0.1873248391882787,0.47939878702163696,0.8288864756494863,0.2980719676976704,0.2796240160883698,0.2980719676976704,0.26759660482063896,5,1
5,2,477793,0.185388185966708,0.20148771053969927,0.2,0.1878031146526567,0.7778392434120178,0.6436638230541905,0.33252483752249873,0.29009408403356945,0.33252483752249873,0.2754457640215908,5,1
5,3,597080,0.23167266593901967,0.20106670848252087,0.2,0.22708177232054486,0.5758466720581055,0.7569119252902439,0.31945229564984584,0.302250224933477,0.31945229564984584,0.2880500715752307,5,1
5,4,655763,0.2544422228749403,0.20125811885824268,0.2,0.24646460727243563,0.6063263416290283,0.7134212918061986,0.31330687194291645,0.2775243193004851,0.31330687194291645,0.2627212034240374,5,1
5,5,367784,0.1427036574156167,0.20018371841873292,0.2,0.15132566656608412,0.9514307379722595,0.5442700686264913,0.3023782164518889,0.2597213818766561,0.3023782164518889,0.24669324650222765,5,1
6,1,478837,0.18579326780371536,0.19600374370080428,0.2,0.1873248391882787,0.47297942638397217,0.8312588756160721,0.30984997481317844,0.28886833978485504,0.30984997481317844,0.2713762713089922,5,0
6,2,477793,0.185388185966708,0.20148771053969927,0.2,0.1878031146526567,0.7450412511825562,0.6596120520054584,0.34353875267122025,0.2909256088547155,0.34353875267122025,0.28939219212388956,5,0
