,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4142,0,0,0,23,33,0
true_DDOS,477,125494,2796,537,63,0,2
true_DOS,425,23745,3881,2696,17,2,0
true_MIRAI,21,115,0,9862,0,10,0
true_RECON,2352,0,0,0,257,16,0
true_SPOOFING,1722,0,0,0,18,125,1
true_WEB,141,0,0,0,1,3,0
