,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6790,0,0,0,43,128,1
true_DDOS,53,82009,3450,213,10,35,0
true_DOS,23,10012,3919,30,2,6,0
true_MIRAI,8,199,12,17464,0,30,0
true_RECON,3,0,0,0,1,0,0
true_SPOOFING,3269,0,0,0,57,725,3
true_WEB,338,0,0,0,10,18,2
